Lufthygienisches ‹berwachungssystem Niedersachsen;
Ostfriesische Inseln;;Feinstaub (PM10);;Stickstoffdioxid;;Stickstoffoxide;;Ozon;;Schwefeldioxid;;Temperatur;;Luftdruck;;Windrichtung;;Windgeschwindigkeit;;Relative Feuchte;;Regendauer;;Globalstrahlung;;UV-Index;;
10.02.2019;18:00;13,395; ;2,812;;2,815;;73,543;;-0,3394;E;3,07;;987,4;;339,6;;7,39;;98,0;;60;;1,2;;0,0;;
10.02.2019;19:00;12,973; ;3,288;;3,308;;74,736;;0,0622;E;3,89;;988,8;;326,4;;3,95;;99,8;;60;;0,3;;0,0;;
10.02.2019;20:00;12,895; ;5,870;;5,911;;68,404;;-0,4053;E;4,58;;990,3;;316,3;;4,04;;100,0;;25;;0,0;;0,0;;
10.02.2019;21:00;13,066; ;11,516;;11,587;;62,606;;-0,1126;E;4,81;;991,9;;316,6;;5,18;;99,8;;0;;0,0;;0,0;;
10.02.2019;22:00;13,137; ;4,505;;4,547;;72,587;;-0,3769;E;4,87;;993,5;;317,6;;6,00;;97,6;;0;;0,0;;0,0;;
10.02.2019;23:00;13,154; ;;*;;*;;*;;*;4,75;;995,2;;314,1;;5,16;;94,1;;0;;0,0;;0,0;;
11.02.2019;00:00;13,079; ;3,147;;3,170;;76,286;;-0,2787;E;5,02;;996,7;;301,4;;4,96;;93,5;;0;;0,0;;0,0;;
11.02.2019;01:00;12,800; ;3,516;;3,558;;78,622;;-0,6205;E;5,26;;998,2;;301,3;;5,67;;89,2;;0;;0,0;;0,0;;
11.02.2019;02:00;12,535; ;3,803;;3,817;;80,154;;-0,4135;E;5,27;;999,8;;299,9;;5,65;;87,4;;0;;0,0;;0,0;;
11.02.2019;03:00;12,627; ;1,820;E;1,825;E;82,339;;-0,3722;E;5,36;;1001,0;;294,2;;5,04;;87,3;;0;;0,0;;0,0;;
11.02.2019;04:00;12,947; ;2,088;;2,085;;80,844;;-0,2808;E;5,49;;1001,8;;292,5;;4,58;;87,1;;0;;0,0;;0,0;;
11.02.2019;05:00;13,303; ;3,054;;3,076;;78,398;;-0,8137;E;5,53;;1002,8;;284,5;;4,18;;89,8;;9;;0,0;;0,0;;
11.02.2019;06:00;13,595; ;3,508;;3,509;;76,566;;-0,4612;E;4,93;;1003,9;;300,6;;4,67;;96,6;;6;;0,0;;0,0;;
11.02.2019;07:00;14,308; ;2,276;;2,297;;72,707;;-0,9844;E;4,97;;1005,2;;308,9;;4,75;;88,6;;0;;0,0;;0,0;;
11.02.2019;08:00;14,937; ;3,213;;3,221;;74,002;;-1,0711;E;5,16;;1007,0;;308,7;;5,79;;82,7;;0;;0,2;;0,0;;
11.02.2019;09:00;15,776; ;2,166;;2,193;;74,900;;-1,7844;E;5,24;;1008,8;;310,1;;5,59;;83,4;;0;;28,3;;0,1;;
11.02.2019;10:00;16,686; ;1,556;E;1,628;E;73,585;;-0,7972;E;5,33;;1010,1;;311,1;;6,17;;83,0;;0;;130,4;;0,3;;
11.02.2019;11:00;17,674; ;2,053;;2,380;;71,435;;-1,2860;E;5,86;;1011,7;;315,7;;6,47;;78,6;;0;;258,7;;0,5;;
11.02.2019;12:00;18,724; ;3,368;;4,173;;72,042;;-1,2511;E;6,30;;1013,3;;315,1;;6,64;;77,1;;0;;350,9;;0,7;;
11.02.2019;13:00;19,650; ;3,612;;4,461;;75,736;;-1,4944;E;6,44;;1015,1;;317,3;;7,05;;76,5;;0;;368,7;;0,8;;
11.02.2019;14:00;20,675; ;1,221;E;1,307;E;83,935;;-1,0163;E;6,01;;1016,5;;327,6;;8,05;;74,5;;0;;285,6;;0,7;;
11.02.2019;15:00;21,715; ;2,105;;2,414;;86,538;;-1,4384;E;6,01;;1017,8;;325,2;;7,19;;70,7;;0;;325,2;;0,7;;
11.02.2019;16:00;22,922; ;2,435;;2,704;;84,634;;-1,1398;E;5,92;;1019,0;;322,0;;5,86;;71,2;;0;;211,6;;0,4;;
11.02.2019;17:00;24,119; ;1,384;E;1,436;E;85,766;;-1,1399;E;5,34;;1020,7;;317,4;;6,02;;75,6;;2;;66,0;;0,2;;
11.02.2019;18:00;25,275; ;1,300;E;1,329;E;85,994;;-1,5892;E;4,91;;1021,9;;313,9;;5,81;;78,5;;2;;5,8;;0,0;;
11.02.2019;19:00;26,403; ;1,115;E;1,146;E;87,425;;-1,7340;E;5,12;;1022,7;;311,9;;5,72;;71,9;;0;;0,0;;0,0;;
11.02.2019;20:00;27,131; ;1,223;E;1,239;E;87,876;;-1,3632;E;5,15;;1023,6;;314,7;;5,74;;69,3;;0;;0,0;;0,0;;
11.02.2019;21:00;27,527; ;1,248;E;1,281;E;87,329;;;*;4,80;;1024,3;;321,1;;5,44;;76,0;;3;;0,0;;0,0;;
11.02.2019;22:00;28,253; ;1,252;E;1,271;E;86,607;;-1,6177;E;4,60;;1024,9;;309,6;;4,49;;77,6;;0;;0,0;;0,0;;
11.02.2019;23:00;29,193; ;2,309;;2,324;;85,081;;-1,6048;E;4,77;;1025,6;;320,0;;4,59;;76,2;;0;;0,0;;0,0;;
12.02.2019;00:00;30,321; ;;*;;*;;*;;*;4,50;;1026,0;;297,8;;3,76;;81,7;;0;;0,0;;0,0;;
12.02.2019;01:00;30,706; ;1,262;E;1,293;E;85,351;;-0,8096;E;3,93;;1026,5;;302,2;;5,47;;85,4;;0;;0,0;;0,0;;
12.02.2019;02:00;31,760; ;2,138;;2,189;;83,217;;-0,8653;E;3,46;;1026,8;;300,7;;3,76;;90,7;;0;;0,0;;0,0;;
12.02.2019;03:00;32,250; ;2,271;;2,330;;83,800;;-1,2330;E;3,58;;1027,1;;296,8;;3,78;;91,4;;4;;0,0;;0,0;;
12.02.2019;04:00;33,111; ;2,182;;2,233;;81,989;;-0,9277;E;3,98;;1027,3;;286,9;;2,94;;91,3;;0;;0,0;;0,0;;
12.02.2019;05:00;33,617; ;1,931;E;1,955;E;81,929;;-1,0886;E;4,14;;1027,7;;292,0;;3,69;;88,5;;0;;0,0;;0,0;;
12.02.2019;06:00;33,754; ;1,277;E;1,307;E;83,590;;-1,2312;E;3,88;;1028,0;;305,8;;4,01;;89,0;;8;;0,0;;0,0;;
12.02.2019;07:00;33,815; ;2,411;;2,462;;80,272;;-1,2509;E;4,13;;1028,2;;302,2;;3,44;;90,7;;0;;0,0;;0,0;;
12.02.2019;08:00;34,260; ;2,160;;2,189;;76,812;;-1,2613;E;4,07;;1028,6;;296,9;;3,23;;88,8;;0;;0,2;;0,0;;
12.02.2019;09:00;34,600; ;5,120;;5,286;;71,726;;-0,9143;E;4,32;;1029,2;;295,1;;2,53;;90,3;;0;;21,7;;0,1;;
12.02.2019;10:00;34,766; ;4,930;;5,302;;68,196;;-1,1162;E;5,03;;1029,7;;275,0;;1,82;;89,9;;0;;81,8;;0,2;;
12.02.2019;11:00;34,802; ;11,557;;12,801;;57,074;;-1,1047;E;5,72;;1030,1;;242,5;;2,25;;88,3;;0;;98,1;;0,4;;
12.02.2019;12:00;34,612; ;6,507;;7,536;;57,847;;-1,5234;E;5,81;;1030,4;;228,5;;3,44;;92,5;;0;;156,2;;0,6;;
12.02.2019;13:00;34,007; ;8,112;;10,284;;52,186;;-1,0972;E;6,18;;1030,1;;225,5;;4,55;;91,1;;0;;274,2;;1,0;;
12.02.2019;14:00;33,545; ;9,438;;12,694;;52,605;;-0,6517;E;6,94;;1029,8;;230,0;;5,56;;88,8;;0;;362,6;;1,0;;
12.02.2019;15:00;33,165; ;11,628;;15,369;;48,182;;-0,9787;E;6,92;;1029,4;;228,8;;5,23;;88,7;;0;;273,9;;0,8;;
12.02.2019;16:00;32,656; ;10,431;;12,781;;51,027;;-1,0574;E;7,29;;1029,6;;231,7;;4,67;;87,3;;0;;206,0;;0,5;;
12.02.2019;17:00;31,971; ;13,630;;14,748;;51,199;;-0,8424;E;6,76;;1029,6;;233,5;;3,73;;89,1;;0;;59,5;;0,2;;
12.02.2019;18:00;31,260; ;15,841;;16,158;;49,684;;-1,3339;E;5,92;;1029,3;;227,6;;4,54;;92,8;;0;;4,0;;0,0;;
12.02.2019;19:00;30,409; ;14,411;;14,554;;49,224;;-0,7572;E;5,65;;1029,3;;224,3;;5,23;;93,7;;0;;0,0;;0,0;;
12.02.2019;20:00;29,602; ;12,654;;12,802;;49,342;;-0,9183;E;5,47;;1029,3;;222,2;;5,24;;93,9;;0;;0,0;;0,0;;
12.02.2019;21:00;28,930; ;11,422;;11,577;;49,361;;-0,8717;E;5,23;;1029,2;;223,4;;5,66;;95,8;;0;;0,0;;0,0;;
12.02.2019;22:00;28,339; ;14,964;;15,148;;44,041;;-0,5554;E;5,13;;1029,3;;227,0;;5,81;;97,9;;0;;0,0;;0,0;;
12.02.2019;23:00;27,767; ;18,266;;18,501;;38,619;;-0,8927;E;5,25;;1029,8;;227,7;;6,21;;98,4;;0;;0,0;;0,0;;
13.02.2019;00:00;26,971; ;20,403;;20,672;;34,574;;-1,2037;E;5,55;;1029,9;;234,0;;5,48;;98,5;;0;;0,0;;0,0;;
13.02.2019;01:00;26,811; ;;*;;*;;*;;*;5,73;;1029,7;;231,3;;5,00;;98,3;;0;;0,0;;0,0;;
13.02.2019;02:00;25,841; ;16,166;;16,392;;39,004;;0,5626;E;5,69;;1029,4;;235,4;;4,86;;98,6;;0;;0,0;;0,0;;
13.02.2019;03:00;25,315; ;16,751;;17,000;;35,807;;0,3426;E;5,63;;1029,9;;228,1;;4,88;;99,0;;0;;0,0;;0,0;;
13.02.2019;04:00;24,367; ;12,349;;12,548;;40,473;;0,4530;E;5,82;;1029,8;;230,1;;4,50;;99,4;;0;;0,1;;0,0;;
13.02.2019;05:00;23,795; ;13,957;;14,187;;40,379;;0,7115;E;5,89;;1029,9;;229,7;;4,60;;99,0;;0;;0,1;;0,0;;
13.02.2019;06:00;23,630; ;13,289;;13,550;;41,448;;0,0525;E;6,02;;1030,3;;232,3;;4,94;;99,0;;0;;0,1;;0,0;;
13.02.2019;07:00;23,176; ;11,029;;11,275;;43,222;;0,1768;E;6,04;;1030,6;;235,1;;4,46;;99,0;;0;;0,0;;0,0;;
13.02.2019;08:00;22,438; ;15,401;;15,799;;36,001;;0,0216;E;5,76;;1030,8;;230,1;;4,07;;100,0;;0;;0,2;;0,0;;
13.02.2019;09:00;21,711; ;15,165;;15,703;;34,392;;-0,0173;E;5,68;;1030,8;;224,9;;5,00;;100,0;;0;;9,0;;0,0;;
13.02.2019;10:00;21,181; ;13,552;;14,696;;34,229;;0,1723;E;6,04;;1031,0;;222,9;;4,98;;100,0;;0;;41,4;;0,2;;
13.02.2019;11:00;20,883; ;15,662;;17,613;;32,554;;0,1410;E;6,30;;1031,2;;225,1;;5,56;;100,0;;0;;54,0;;0,2;;
13.02.2019;12:00;20,691; ;14,700;;16,459;;36,244;;-0,1276;E;6,37;;1031,6;;227,2;;4,94;;100,0;;0;;62,8;;0,3;;
13.02.2019;13:00;20,912; ;16,242;;19,103;;38,047;;0,1190;E;6,61;;1031,7;;227,7;;5,59;;100,0;;0;;101,3;;0,5;;
13.02.2019;14:00;21,249; ;16,678;;19,893;;39,387;;0,1539;E;6,63;;1031,6;;226,4;;5,53;;100,0;;0;;119,4;;0,6;;
13.02.2019;15:00;21,406; ;19,562;;22,654;;36,648;;0,1707;E;6,59;;1031,6;;223,3;;5,33;;100,0;;0;;76,8;;0,4;;
13.02.2019;16:00;21,420; ;21,569;;23,736;;35,237;;0,3702;E;6,39;;1031,8;;219,5;;4,97;;99,9;;0;;41,5;;0,2;;
13.02.2019;17:00;21,636; ;26,617;;28,639;;30,330;;0,0084;E;6,35;;1031,8;;224,5;;4,70;;99,4;;0;;22,9;;0,1;;
13.02.2019;18:00;21,777; ;24,679;;25,234;;35,639;;0,4568;E;6,33;;1031,9;;219,6;;5,14;;97,7;;0;;3,2;;0,0;;
13.02.2019;19:00;22,032; ;32,405;;32,792;;28,054;;0,5192;E;6,41;;1032,2;;220,6;;4,91;;96,2;;0;;0,0;;0,0;;
13.02.2019;20:00;22,328; ;31,778;;32,174;;28,015;;0,7409;E;6,33;;1032,5;;221,0;;4,81;;95,6;;0;;0,0;;0,0;;
13.02.2019;21:00;22,606; ;28,459;;28,834;;28,952;;0,4134;E;6,16;;1032,5;;217,0;;5,30;;95,5;;0;;0,0;;0,0;;
13.02.2019;22:00;22,714; ;27,478;;27,826;;26,622;;0,7002;E;5,53;;1032,5;;213,4;;5,00;;96,6;;0;;0,0;;0,0;;
13.02.2019;23:00;22,662; ;29,918;;30,319;;19,633;;0,8566;E;5,04;;1032,6;;210,2;;5,17;;97,2;;0;;0,0;;0,0;;
14.02.2019;00:00;22,691; ;33,990;;34,458;;14,511;;0,7908;E;4,52;;1032,5;;214,0;;4,00;;98,4;;0;;0,0;;0,0;;
14.02.2019;01:00;23,014; ;31,056;;31,495;;16,742;;0,6812;E;4,54;;1032,4;;209,0;;4,28;;97,8;;0;;0,0;;0,0;;
14.02.2019;02:00;23,572; ;;*;;*;;*;;*;4,60;;1032,6;;209,6;;4,34;;96,4;;0;;0,0;;0,0;;
14.02.2019;03:00;24,196; ;30,068;;30,554;;15,510;;0,8874;E;4,35;;1032,5;;212,6;;3,88;;97,2;;0;;0,0;;0,0;;
14.02.2019;04:00;24,957; ;28,663;;29,131;;17,348;;0,6953;E;4,48;;1032,5;;217,2;;4,33;;95,6;;0;;0,0;;0,0;;
14.02.2019;05:00;25,735; ;27,286;;27,720;;14,638;;0,9852;E;3,91;;1032,6;;191,8;;4,10;;97,0;;0;;0,0;;0,0;;
14.02.2019;06:00;26,520; ;27,751;;28,226;;14,119;;0,8592;E;3,59;;1032,7;;199,6;;4,17;;97,2;;0;;0,0;;0,0;;
14.02.2019;07:00;27,324; ;27,858;;28,362;;14,086;;0,9302;E;3,37;;1033,0;;191,2;;4,15;;96,9;;0;;0,0;;0,0;;
14.02.2019;08:00;28,092; ;27,449;;28,102;;14,778;;0,9667;E;3,10;;1033,2;;202,1;;4,63;;96,7;;0;;0,3;;0,0;;
14.02.2019;09:00;28,806; ;24,125;;28,143;;17,467;;1,2767;E;3,00;;1033,3;;200,8;;4,93;;96,4;;0;;44,9;;0,1;;
14.02.2019;10:00;29,385; ;19,316;;27,940;;23,215;;1,5410;E;3,75;;1033,3;;206,0;;5,03;;95,4;;0;;170,9;;0,4;;
14.02.2019;11:00;29,811; ;19,838;;32,759;;27,415;;1,4593;E;4,72;;1033,4;;216,3;;5,48;;92,8;;0;;289,9;;0,8;;
14.02.2019;12:00;30,246; ;19,810;;33,559;;31,537;;1,8454;E;6,18;;1033,8;;213,3;;5,22;;88,2;;0;;377,0;;1,1;;
14.02.2019;13:00;30,389; ;20,095;;33,680;;34,492;;1,8441;E;7,44;;1033,8;;216,5;;5,45;;84,2;;0;;415,4;;1,2;;
14.02.2019;14:00;30,299; ;19,818;;32,083;;36,143;;1,4009;E;8,29;;1033,7;;218,6;;4,99;;80,6;;0;;404,1;;1,2;;
14.02.2019;15:00;30,241; ;20,702;;31,181;;36,580;;1,5507;E;8,55;;1033,5;;221,2;;4,53;;78,2;;0;;324,0;;0,9;;
14.02.2019;16:00;30,277; ;21,299;;28,645;;38,662;;1,2691;E;8,74;;1033,3;;222,9;;3,49;;78,6;;0;;231,0;;0,6;;
14.02.2019;17:00;30,324; ;25,129;;29,965;;34,884;;1,1015;E;8,07;;1033,2;;227,0;;2,53;;81,0;;0;;105,9;;0,2;;
14.02.2019;18:00;30,481; ;28,282;;29,580;;29,990;;0,7619;E;6,35;;1033,0;;230,7;;1,91;;87,3;;0;;18,8;;0,0;;
14.02.2019;19:00;30,661; ;36,860;;37,952;;17,847;;0,5427;E;4,53;;1033,2;;210,6;;1,84;;95,3;;0;;0,0;;0,0;;
14.02.2019;20:00;30,875; ;32,518;;33,121;;20,968;;0,1818;E;4,81;;1033,3;;198,9;;2,58;;95,2;;0;;0,0;;0,0;;
14.02.2019;21:00;30,982; ;37,691;;38,335;;14,170;;0,5487;E;4,88;;1033,2;;192,8;;2,92;;91,2;;0;;0,0;;0,0;;
14.02.2019;22:00;30,773; ;38,162;;38,753;;15,054;;0,5793;E;4,72;;1033,0;;188,0;;2,86;;88,0;;0;;0,0;;0,0;;
14.02.2019;23:00;30,426; ;40,462;;41,100;;12,282;;0,7208;E;3,99;;1033,0;;176,9;;2,49;;88,8;;0;;0,0;;0,0;;
15.02.2019;00:00;29,999; ;41,558;;42,236;;8,697;;0,5927;E;3,49;;1032,9;;181,0;;2,29;;90,7;;0;;0,0;;0,0;;
15.02.2019;01:00;29,354; ;43,847;;44,687;;7,473;;0,1926;E;3,28;;1032,9;;193,5;;1,95;;88,9;;0;;0,0;;0,0;;
15.02.2019;02:00;28,555; ;42,151;;42,850;;10,011;;1,0870;E;3,17;;1032,8;;192,0;;2,12;;85,6;;0;;0,0;;0,0;;
15.02.2019;03:00;27,599; ;;*;;*;;*;;*;3,40;;1032,8;;176,4;;2,80;;82,9;;0;;0,0;;0,0;;
15.02.2019;04:00;26,510; ;41,372;;42,063;;11,542;;0,9157;E;3,55;;1032,3;;179,1;;3,03;;81,1;;0;;0,0;;0,0;;
15.02.2019;05:00;25,404; ;52,911;;53,829;;5,742;;0,9953;E;3,51;;1031,9;;177,2;;3,12;;81,7;;0;;0,0;;0,0;;
15.02.2019;06:00;24,257; ;56,317;;57,296;;4,505;;1,5825;E;3,70;;1031,6;;173,8;;3,21;;78,5;;0;;0,0;;0,0;;
15.02.2019;07:00;23,097; ;55,351;;56,273;;5,770;;2,8597;;3,76;;1031,4;;178,3;;3,16;;73,4;;0;;0,0;;0,0;;
15.02.2019;08:00;21,968; ;53,137;;54,914;;7,367;;3,2993;;3,67;;1031,4;;171,2;;2,86;;71,2;;0;;0,7;;0,0;;
15.02.2019;09:00;20,870; ;45,868;;55,975;;15,845;;3,1596;;3,76;;1031,4;;175,7;;3,71;;72,1;;0;;63,6;;0,1;;
15.02.2019;10:00;19,845; ;36,753;;55,758;;23,387;;3,3900;;4,47;;1031,4;;167,9;;3,03;;69,2;;0;;191,4;;0,4;;
15.02.2019;11:00;18,900; ;32,473;;53,966;;29,118;;3,1522;;6,03;;1031,3;;170,1;;3,12;;67,3;;0;;310,9;;0,9;;
15.02.2019;12:00;18,031; ;32,318;;55,321;;32,755;;5,2062;;8,33;;1031,0;;173,4;;3,96;;59,8;;0;;395,9;;1,2;;
15.02.2019;13:00;17,243; ;30,034;;50,813;;35,243;;5,3927;;9,96;;1030,6;;181,3;;4,11;;58,2;;0;;434,0;;1,4;;
15.02.2019;14:00;16,469; ;26,645;;41,389;;42,021;;4,1075;;11,56;;1029,9;;181,0;;3,90;;54,3;;0;;420,3;;1,3;;
15.02.2019;15:00;15,746; ;25,373;;37,320;;43,256;;3,9953;;12,37;;1029,2;;170,7;;3,42;;53,4;;0;;356,6;;1,1;;
15.02.2019;16:00;15,015; ;23,395;;31,111;;46,260;;3,1799;;12,81;;1028,4;;164,4;;3,31;;51,2;;0;;253,9;;0,7;;
15.02.2019;17:00;14,280; ;25,382;;29,696;;44,277;;2,8711;;12,55;;1027,6;;156,1;;3,21;;50,6;;0;;127,8;;0,3;;
15.02.2019;18:00;13,600; ;34,162;;35,758;;34,624;;3,4791;;11,27;;1027,2;;153,3;;3,27;;53,1;;0;;19,5;;0,1;;
15.02.2019;19:00;12,973; ;40,909;;41,480;;23,384;;3,1682;;9,76;;1027,1;;148,9;;3,15;;59,2;;0;;0,0;;0,0;;
15.02.2019;20:00;12,501; ;41,613;;42,233;;15,549;;2,1760;;7,24;;1026,9;;179,8;;1,85;;73,4;;0;;0,0;;0,0;;
15.02.2019;21:00;12,150; ;41,569;;42,214;;15,515;;1,7554;E;6,67;;1026,3;;179,5;;2,48;;76,7;;0;;0,0;;0,0;;
15.02.2019;22:00;11,984; ;32,206;;32,743;;23,804;;1,0145;E;7,15;;1025,8;;164,7;;3,04;;73,2;;0;;0,0;;0,0;;
15.02.2019;23:00;11,927; ;29,809;;30,317;;26,748;;1,0561;E;7,79;;1025,2;;168,3;;4,07;;71,1;;0;;0,0;;0,0;;
16.02.2019;00:00;11,902; ;28,909;;29,420;;27,665;;1,0489;E;7,62;;1024,6;;173,3;;3,97;;71,3;;0;;0,0;;0,0;;
16.02.2019;01:00;12,035; ;33,309;;33,895;;21,620;;0,6799;E;5,68;;1024,5;;182,8;;2,75;;80,0;;0;;0,0;;0,0;;
16.02.2019;02:00;12,223; ;32,472;;33,067;;21,053;;0,9658;E;5,61;;1024,1;;180,0;;3,40;;80,4;;0;;0,0;;0,0;;
16.02.2019;03:00;12,463; ;35,016;;35,604;;16,188;;1,2128;E;4,91;;1023,5;;191,5;;3,51;;81,3;;0;;0,0;;0,0;;
16.02.2019;04:00;12,677; ;;*;;*;;*;;*;4,52;;1022,8;;191,0;;3,61;;80,6;;0;;0,0;;0,0;;
16.02.2019;05:00;12,977; ;36,751;;37,352;;15,030;;0,5417;E;4,54;;1022,3;;199,0;;4,33;;80,4;;0;;0,0;;0,0;;
16.02.2019;06:00;13,410; ;44,985;;45,775;;9,999;;0,4283;E;4,64;;1022,3;;199,9;;4,85;;81,7;;0;;0,0;;0,0;;
16.02.2019;07:00;13,883; ;47,629;;48,418;;8,323;;0,5752;E;4,40;;1022,2;;196,8;;4,66;;83,6;;0;;0,0;;0,0;;
16.02.2019;08:00;14,416; ;48,334;;49,762;;8,095;;0,6964;E;4,28;;1022,3;;195,0;;4,58;;84,2;;0;;0,9;;0,0;;
16.02.2019;09:00;14,958; ;38,864;;46,719;;16,767;;0,7024;E;4,40;;1022,4;;200,9;;5,12;;84,6;;0;;61,1;;0,1;;
16.02.2019;10:00;15,598; ;31,460;;46,702;;23,969;;1,5227;E;5,04;;1022,6;;203,5;;5,20;;84,4;;0;;189,2;;0,5;;
16.02.2019;11:00;16,434; ;27,726;;45,489;;29,070;;1,8373;E;6,04;;1022,5;;206,6;;5,62;;82,0;;0;;309,2;;0,8;;
16.02.2019;12:00;17,446; ;26,351;;43,081;;32,795;;2,1555;;7,35;;1022,6;;205,8;;5,97;;79,7;;0;;360,0;;1,1;;
16.02.2019;13:00;18,764; ;24,029;;36,732;;38,285;;2,3199;;8,73;;1022,5;;207,1;;5,91;;78,5;;0;;359,8;;1,2;;
16.02.2019;14:00;20,219; ;21,247;;30,088;;45,595;;1,8815;E;10,09;;1022,3;;206,1;;6,39;;77,8;;0;;358,4;;1,2;;
16.02.2019;15:00;21,665; ;23,111;;30,274;;48,771;;1,4836;E;10,66;;1022,5;;228,6;;4,73;;76,4;;0;;280,3;;0,9;;
16.02.2019;16:00;23,068; ;29,678;;36,146;;42,717;;1,0723;E;10,08;;1022,5;;232,1;;4,35;;79,2;;0;;164,1;;0,6;;
16.02.2019;17:00;24,641; ;33,384;;37,012;;36,387;;0,3617;E;9,02;;1022,3;;227,6;;3,83;;85,2;;0;;52,6;;0,2;;
16.02.2019;18:00;26,319; ;37,236;;38,566;;30,611;;0,5523;E;8,21;;1022,5;;216,4;;3,93;;89,3;;0;;8,4;;0,0;;
16.02.2019;19:00;27,928; ;39,490;;40,012;;26,365;;-0,1238;E;7,93;;1022,7;;212,5;;4,39;;90,3;;0;;0,1;;0,0;;
16.02.2019;20:00;29,444; ;33,488;;33,992;;29,815;;0,2348;E;7,61;;1022,8;;208,5;;3,99;;91,9;;0;;0,1;;0,0;;
16.02.2019;21:00;31,025; ;28,274;;28,743;;33,869;;-0,2866;E;7,92;;1022,7;;209,1;;4,68;;91,0;;0;;0,2;;0,0;;
16.02.2019;22:00;32,676; ;31,755;;32,237;;30,291;;0,5221;E;8,11;;1022,7;;214,7;;4,62;;89,7;;0;;0,1;;0,0;;
16.02.2019;23:00;34,274; ;31,178;;31,675;;29,586;;0,8068;E;8,30;;1022,8;;210,6;;4,43;;89,4;;0;;0,1;;0,0;;
17.02.2019;00:00;36,250; ;28,012;;28,532;;27,001;;0,4302;E;8,28;;1022,8;;213,4;;4,13;;89,5;;0;;0,1;;0,0;;
17.02.2019;01:00;38,115; ;23,667;;24,140;;28,800;;0,5261;E;8,05;;1022,8;;220,2;;3,53;;91,5;;0;;0,1;;0,0;;
17.02.2019;02:00;39,949; ;22,018;;22,447;;28,702;;0,1858;E;7,78;;1022,7;;213,4;;3,49;;93,5;;0;;0,1;;0,0;;
17.02.2019;03:00;41,801; ;16,311;;16,714;;35,117;;0,6978;E;8,02;;1022,6;;206,7;;3,66;;92,7;;0;;0,0;;0,0;;
17.02.2019;04:00;43,797; ;17,392;;17,827;;32,142;;0,5476;E;7,75;;1022,3;;194,2;;2,84;;93,7;;0;;0,1;;0,0;;
17.02.2019;05:00;45,676; ;;*;;*;;*;;*;7,54;;1022,1;;183,8;;2,84;;94,4;;0;;0,0;;0,0;;
17.02.2019;06:00;47,334; ;20,112;;20,917;;22,299;;1,1640;E;6,70;;1021,7;;160,2;;2,34;;96,0;;0;;0,0;;0,0;;
17.02.2019;07:00;49,055; ;25,473;;26,571;;13,395;;0,6406;E;5,12;;1021,3;;152,6;;2,05;;97,9;;0;;0,0;;0,0;;
17.02.2019;08:00;50,952; ;24,169;;25,239;;14,855;;0,5160;E;4,23;;1021,1;;144,2;;2,25;;98,8;;0;;0,3;;0,0;;
17.02.2019;09:00;52,716; ;22,775;;26,786;;19,694;;0,7129;E;4,45;;1021,0;;145,9;;2,81;;96,8;;0;;52,0;;0,1;;
17.02.2019;10:00;53,897; ;22,213;;31,328;;25,410;;0,8467;E;5,77;;1021,0;;148,7;;2,68;;89,0;;0;;178,4;;0,4;;
17.02.2019;11:00;54,577; ;22,093;;34,281;;30,500;;2,5283;;7,22;;1020,9;;145,7;;3,28;;81,6;;0;;297,5;;0,7;;
17.02.2019;12:00;54,804; ;27,213;;43,002;;36,068;;4,1908;;9,51;;1020,7;;172,2;;3,97;;71,5;;0;;386,0;;1,0;;
17.02.2019;13:00;54,607; ;23,030;;33,748;;46,665;;3,8983;;11,06;;1019,9;;173,6;;4,37;;65,8;;0;;429,3;;1,1;;
17.02.2019;14:00;54,131; ;20,622;;28,386;;54,256;;3,5073;;12,52;;1019,1;;167,7;;4,22;;59,9;;0;;415,4;;1,1;;
17.02.2019;15:00;53,579; ;18,703;;23,684;;60,568;;3,5638;;13,06;;1018,6;;164,4;;4,44;;58,3;;0;;303,7;;0,8;;
17.02.2019;16:00;53,164; ;20,532;;24,024;;60,338;;3,4741;;12,68;;1018,3;;164,4;;4,17;;58,9;;0;;190,3;;0,5;;
17.02.2019;17:00;52,592; ;25,444;;28,262;;52,005;;4,2398;;12,07;;1018,0;;164,4;;3,55;;61,5;;0;;99,7;;0,2;;
17.02.2019;18:00;51,946; ;27,917;;29,103;;40,060;;3,0950;;10,58;;1017,4;;139,6;;3,55;;68,5;;0;;17,5;;0,0;;
17.02.2019;19:00;51,335; ;25,889;;26,326;;36,629;;2,2227;;9,39;;1017,4;;142,1;;3,72;;72,5;;0;;0,0;;0,0;;
17.02.2019;20:00;50,631; ;25,698;;26,134;;37,771;;1,4783;E;9,33;;1017,5;;148,1;;3,57;;70,1;;0;;0,0;;0,0;;
17.02.2019;21:00;49,730; ;22,383;;22,806;;41,665;;2,0189;;8,92;;1017,3;;152,7;;3,03;;69,7;;0;;0,0;;0,0;;
17.02.2019;22:00;48,819; ;22,958;;23,419;;35,889;;1,0907;E;7,46;;1017,4;;168,0;;2,87;;77,3;;0;;0,0;;0,0;;
17.02.2019;23:00;47,960; ;24,909;;25,399;;34,374;;1,2291;E;7,77;;1017,3;;175,2;;3,88;;75,2;;0;;0,0;;0,0;;
18.02.2019;00:00;46,707; ;27,463;;27,990;;29,398;;1,1154;E;7,30;;1017,2;;182,7;;4,20;;76,6;;0;;0,0;;0,0;;
