Lufthygienisches ‹berwachungssystem Niedersachsen;
Ostfriesland;;Feinstaub (PM10);;Stickstoffdioxid;;Stickstoffoxide;;Ozon;;Temperatur;;Luftdruck;;Windrichtung;;Windgeschwindigkeit;;Relative Feuchte;;Regendauer;;Globalstrahlung;;
12.02.2019;05:00;14,929; ;6,091;;6,650;;77,076;;3,79;;1028,4;;315,6;;2,57;;90,2;;9;;0,0;;
12.02.2019;06:00;14,681; ;7,737;;8,313;;74,090;;3,67;;1028,7;;305,0;;1,97;;90,1;;0;;0,0;;
12.02.2019;07:00;14,635; ;14,777;;16,167;;61,934;;3,62;;1028,8;;295,5;;1,58;;91,1;;0;;0,0;;
12.02.2019;08:00;14,256; ;24,609;;32,998;;52,122;;3,48;;1029,3;;305,9;;1,35;;91,0;;4;;0,3;;
12.02.2019;09:00;14,066; ;25,336;;31,021;;44,035;;3,54;;1030,0;;287,6;;0,95;;93,4;;0;;21,0;;
12.02.2019;10:00;14,328; ;19,758;;24,221;;43,523;;4,22;;1030,6;;284,3;;1,34;;94,1;;0;;58,9;;
12.02.2019;11:00;14,506; ;20,393;;27,227;;38,948;;5,00;;1030,8;;279,8;;1,21;;92,4;;0;;75,9;;
12.02.2019;12:00;14,615; ;26,225;;39,085;;35,792;;6,27;;1031,1;;252,0;;1,32;;87,8;;0;;192,0;;
12.02.2019;13:00;14,649; ;21,840;;32,177;;39,622;;7,12;;1030,8;;243,1;;1,98;;85,9;;0;;230,8;;
12.02.2019;14:00;14,629; ;17,645;;25,831;;46,567;;8,77;;1030,6;;264,9;;1,60;;76,7;;0;;315,9;;
12.02.2019;15:00;14,709; ;20,581;;31,135;;41,514;;8,38;;1030,3;;246,0;;1,82;;79,2;;0;;223,5;;
12.02.2019;16:00;14,981; ;20,871;;27,691;;43,722;;8,61;;1030,2;;253,5;;1,71;;77,5;;0;;182,6;;
12.02.2019;17:00;15,153; ;26,832;;32,193;;37,986;;8,28;;1030,5;;257,9;;1,35;;78,8;;0;;58,7;;
12.02.2019;18:00;15,198; ;26,288;;28,850;;38,601;;7,37;;1030,2;;239,5;;2,25;;82,0;;0;;5,9;;
12.02.2019;19:00;15,126; ;27,159;;32,760;;35,291;;6,56;;1030,3;;233,1;;2,64;;87,0;;0;;0,0;;
12.02.2019;20:00;15,067; ;20,915;;26,129;;41,699;;6,15;;1030,3;;239,7;;2,66;;88,1;;0;;0,0;;
12.02.2019;21:00;15,320; ;21,835;;25,221;;40,853;;6,04;;1030,3;;241,5;;2,57;;89,3;;0;;0,0;;
12.02.2019;22:00;15,794; ;21,862;;23,023;;38,752;;5,79;;1030,4;;236,9;;2,79;;92,5;;0;;0,0;;
12.02.2019;23:00;16,356; ;26,092;;28,736;;31,666;;5,83;;1030,9;;249,4;;1,76;;94,1;;0;;0,0;;
13.02.2019;00:00;16,912; ;23,967;;25,684;;32,527;;6,23;;1031,0;;251,6;;1,91;;94,3;;0;;0,2;;
13.02.2019;01:00;17,271; ;21,348;;23,159;;34,970;;6,67;;1031,0;;241,9;;2,23;;93,2;;0;;0,2;;
13.02.2019;02:00;17,698; ;;*;;*;;*;6,52;;1030,7;;239,1;;2,87;;94,0;;0;;0,2;;
13.02.2019;03:00;18,169; ;17,769;;20,003;;36,732;;6,59;;1030,9;;241,2;;2,37;;94,9;;0;;0,3;;
13.02.2019;04:00;18,766; ;17,491;;21,869;;36,947;;6,78;;1030,9;;240,6;;2,14;;95,0;;0;;0,3;;
13.02.2019;05:00;19,278; ;16,786;;18,278;;39,590;;7,10;;1030,9;;249,4;;1,70;;94,4;;0;;0,3;;
13.02.2019;06:00;19,856; ;19,142;;20,583;;35,930;;7,11;;1031,2;;247,6;;1,72;;94,3;;0;;0,2;;
13.02.2019;07:00;20,459; ;24,439;;29,894;;28,529;;7,01;;1031,4;;245,8;;1,63;;94,9;;0;;0,3;;
13.02.2019;08:00;21,251; ;29,915;;41,401;;21,808;;7,03;;1031,6;;243,6;;1,75;;95,5;;0;;0,4;;
13.02.2019;09:00;21,749; ;29,995;;40,467;;20,706;;6,75;;1031,9;;235,9;;2,53;;97,5;;0;;10,0;;
13.02.2019;10:00;22,034; ;31,970;;42,020;;18,594;;6,64;;1032,1;;234,5;;2,70;;99,3;;0;;19,2;;
13.02.2019;11:00;22,402; ;27,131;;36,715;;23,728;;6,76;;1032,1;;242,5;;2,42;;100,0;;0;;59,7;;
13.02.2019;12:00;22,988; ;28,671;;38,046;;26,183;;7,20;;1032,5;;252,4;;1,71;;99,3;;0;;47,0;;
13.02.2019;13:00;23,517; ;27,948;;36,069;;30,809;;7,67;;1032,8;;247,4;;2,39;;97,2;;0;;61,5;;
13.02.2019;14:00;23,847; ;29,390;;38,800;;30,193;;7,82;;1032,6;;239,4;;2,97;;95,6;;0;;66,0;;
13.02.2019;15:00;24,067; ;33,349;;47,236;;26,753;;7,92;;1032,5;;236,1;;3,05;;94,4;;0;;71,3;;
13.02.2019;16:00;24,019; ;34,710;;46,430;;27,096;;8,23;;1032,6;;240,6;;2,88;;91,3;;0;;91,6;;
13.02.2019;17:00;23,920; ;33,937;;42,900;;33,449;;8,25;;1032,7;;241,5;;2,29;;87,7;;0;;30,9;;
13.02.2019;18:00;24,009; ;41,519;;50,310;;23,962;;7,64;;1032,9;;232,3;;2,67;;89,5;;0;;5,1;;
13.02.2019;19:00;24,226; ;41,594;;48,449;;19,067;;7,06;;1033,0;;230,9;;3,37;;91,0;;0;;0,0;;
13.02.2019;20:00;24,507; ;36,755;;44,004;;23,133;;6,90;;1033,3;;231,8;;3,30;;90,5;;0;;0,0;;
13.02.2019;21:00;24,722; ;44,398;;56,917;;10,515;;6,15;;1033,5;;222,0;;3,13;;92,6;;0;;0,0;;
13.02.2019;22:00;24,683; ;40,626;;50,548;;11,390;;5,47;;1033,5;;221,4;;3,09;;93,9;;0;;0,0;;
13.02.2019;23:00;24,511; ;36,162;;43,203;;15,014;;4,96;;1033,3;;222,6;;3,16;;94,3;;0;;0,0;;
14.02.2019;00:00;24,493; ;44,588;;60,261;;6,735;;4,70;;1033,3;;222,2;;2,57;;94,1;;0;;0,0;;
14.02.2019;01:00;24,771; ;32,857;;38,174;;14,457;;4,24;;1033,5;;217,7;;2,44;;94,6;;0;;0,0;;
14.02.2019;02:00;25,219; ;32,530;;41,097;;12,885;;3,91;;1033,3;;213,7;;2,51;;94,8;;0;;0,0;;
14.02.2019;03:00;25,725; ;;*;;*;;*;3,71;;1033,2;;221,6;;2,60;;95,1;;0;;0,0;;
14.02.2019;04:00;26,293; ;39,363;;52,379;;6,995;;3,84;;1033,3;;219,5;;2,40;;93,6;;0;;0,0;;
14.02.2019;05:00;26,899; ;32,072;;39,546;;12,081;;3,62;;1033,5;;221,5;;2,57;;94,6;;0;;0,0;;
14.02.2019;06:00;27,462; ;26,873;;31,930;;17,160;;3,61;;1033,5;;216,1;;2,74;;93,9;;0;;0,0;;
14.02.2019;07:00;27,900; ;27,774;;36,214;;15,906;;3,31;;1033,8;;218,7;;2,51;;94,4;;0;;0,0;;
14.02.2019;08:00;28,224; ;44,840;;99,399;;4,202;;3,23;;1033,7;;225,7;;2,81;;93,8;;0;;0,3;;
14.02.2019;09:00;28,469; ;43,098;;97,512;;5,933;;3,16;;1034,3;;225,9;;2,39;;93,0;;0;;50,8;;
14.02.2019;10:00;28,593; ;30,099;;61,606;;16,235;;3,54;;1034,2;;213,2;;2,50;;91,6;;0;;168,3;;
14.02.2019;11:00;28,680; ;31,757;;70,820;;17,336;;4,59;;1034,3;;223,7;;3,09;;89,1;;0;;287,4;;
14.02.2019;12:00;28,609; ;32,074;;68,061;;22,321;;6,43;;1034,5;;224,6;;3,06;;82,0;;0;;362,0;;
14.02.2019;13:00;28,438; ;26,857;;50,297;;31,673;;8,09;;1034,4;;225,3;;3,31;;75,6;;0;;395,6;;
14.02.2019;14:00;28,341; ;28,728;;51,986;;33,466;;9,32;;1034,3;;223,8;;3,27;;69,5;;0;;375,4;;
14.02.2019;15:00;28,207; ;33,836;;58,303;;29,716;;10,04;;1034,0;;221,6;;2,86;;67,9;;0;;302,2;;
14.02.2019;16:00;28,137; ;46,563;;85,027;;20,207;;10,81;;1033,8;;216,8;;1,89;;64,0;;0;;205,7;;
14.02.2019;17:00;28,079; ;51,632;;81,212;;20,344;;10,46;;1033,6;;225,4;;2,01;;59,3;;0;;76,3;;
14.02.2019;18:00;27,945; ;54,666;;74,068;;14,198;;9,11;;1033,4;;221,2;;1,42;;64,3;;0;;8,4;;
14.02.2019;19:00;27,763; ;48,370;;59,531;;15,836;;7,75;;1033,7;;208,9;;1,41;;72,6;;0;;0,0;;
14.02.2019;20:00;27,600; ;37,608;;46,211;;18,143;;7,12;;1033,7;;219,9;;1,80;;76,3;;0;;0,0;;
14.02.2019;21:00;27,357; ;41,132;;53,419;;13,249;;6,21;;1033,7;;221,4;;1,25;;79,5;;0;;0,0;;
14.02.2019;22:00;27,147; ;46,759;;58,613;;9,318;;5,85;;1033,5;;211,2;;1,21;;78,9;;0;;0,0;;
14.02.2019;23:00;26,832; ;42,964;;49,909;;12,210;;5,24;;1033,4;;224,0;;1,06;;79,1;;0;;0,0;;
15.02.2019;00:00;26,403; ;45,263;;53,910;;11,692;;4,73;;1033,3;;214,3;;1,07;;79,6;;0;;0,0;;
15.02.2019;01:00;25,926; ;61,250;;89,530;;3,157;E;4,24;;1033,3;;190,3;;0,92;;79,1;;0;;0,0;;
15.02.2019;02:00;25,262; ;57,599;;74,562;;4,376;;4,32;;1033,3;;192,6;;0,96;;75,3;;0;;0,0;;
15.02.2019;03:00;24,533; ;63,340;;78,975;;3,064;E;3,33;;1033,2;;166,5;;0,58;;77,5;;0;;0,0;;
15.02.2019;04:00;23,796; ;;*;;*;;*;2,51;;1032,8;;195,9;;0,52;;80,5;;0;;0,0;;
15.02.2019;05:00;23,038; ;61,049;;76,800;;2,007;E;2,56;;1032,4;;166,1;;0,86;;79,4;;0;;0,0;;
15.02.2019;06:00;22,321; ;62,057;;100,962;;1,746;E;2,15;;1032,2;;156,4;;0,96;;79,3;;0;;0,0;;
15.02.2019;07:00;21,620; ;62,395;;151,543;;1,586;E;1,30;;1032,0;;157,8;;0,55;;83,8;;0;;0,0;;
15.02.2019;08:00;20,844; ;65,021;;136,005;;2,047;E;2,14;;1031,9;;178,9;;0,99;;76,3;;0;;0,7;;
15.02.2019;09:00;20,485; ;60,683;;156,673;;3,492;E;3,01;;1032,0;;154,2;;0,94;;73,0;;0;;69,3;;
15.02.2019;10:00;19,894; ;53,498;;112,774;;12,644;;4,44;;1032,0;;180,2;;1,68;;65,1;;0;;194,2;;
15.02.2019;11:00;19,217; ;44,913;;85,432;;21,801;;6,55;;1031,8;;184,9;;2,10;;57,7;;0;;304,8;;
15.02.2019;12:00;18,538; ;41,897;;78,033;;26,938;;8,47;;1031,6;;189,4;;2,38;;55,7;;0;;378,9;;
15.02.2019;13:00;17,916; ;35,015;;59,896;;36,074;;10,37;;1031,1;;191,4;;2,71;;53,1;;0;;409,1;;
15.02.2019;14:00;17,343; ;29,313;;45,540;;44,802;;11,89;;1030,5;;194,7;;3,14;;47,7;;0;;396,0;;
15.02.2019;15:00;16,805; ;29,211;;42,649;;47,083;;13,10;;1029,7;;189,0;;2,87;;46,4;;0;;335,1;;
15.02.2019;16:00;16,428; ;32,802;;44,997;;42,034;;13,91;;1028,9;;186,2;;2,50;;46,1;;0;;235,2;;
15.02.2019;17:00;16,235; ;40,828;;52,673;;29,516;;13,35;;1028,1;;169,0;;1,99;;49,7;;0;;79,5;;
15.02.2019;18:00;16,182; ;51,256;;59,898;;15,269;;11,73;;1027,7;;169,8;;1,62;;54,2;;0;;5,3;;
15.02.2019;19:00;16,171; ;57,736;;68,758;;6,098;;10,02;;1027,6;;161,1;;1,32;;61,1;;0;;0,0;;
15.02.2019;20:00;16,190; ;48,203;;52,833;;17,474;;9,66;;1027,3;;175,2;;1,72;;62,0;;0;;0,0;;
15.02.2019;21:00;16,203; ;42,099;;45,994;;23,962;;9,68;;1026,8;;175,0;;1,78;;62,1;;0;;0,0;;
15.02.2019;22:00;16,339; ;51,108;;57,284;;13,516;;8,50;;1026,4;;161,0;;1,24;;66,3;;0;;0,0;;
15.02.2019;23:00;16,846; ;61,582;;85,445;;3,159;E;6,64;;1025,8;;154,6;;1,22;;73,9;;0;;0,0;;
16.02.2019;00:00;17,053; ;50,207;;58,031;;11,260;;6,81;;1025,3;;174,4;;1,33;;73,1;;0;;0,0;;
16.02.2019;01:00;17,280; ;45,636;;55,553;;13,200;;6,48;;1025,1;;197,0;;1,68;;74,6;;0;;0,0;;
16.02.2019;02:00;17,572; ;51,441;;65,209;;13,028;;6,90;;1024,9;;202,6;;2,02;;71,5;;0;;0,0;;
16.02.2019;03:00;17,751; ;45,879;;53,690;;14,765;;6,44;;1024,3;;203,5;;1,84;;70,1;;0;;0,0;;
16.02.2019;04:00;17,904; ;41,884;;51,266;;15,938;;5,27;;1023,6;;212,7;;2,12;;73,9;;0;;0,0;;
16.02.2019;05:00;18,328; ;;*;;*;;*;4,74;;1023,2;;213,8;;1,88;;75,8;;0;;0,0;;
16.02.2019;06:00;18,985; ;45,349;;59,905;;8,441;;4,01;;1023,2;;210,9;;1,78;;81,0;;0;;0,0;;
16.02.2019;07:00;19,808; ;41,822;;50,543;;9,582;;3,72;;1023,1;;205,3;;2,05;;83,0;;0;;0,0;;
16.02.2019;08:00;20,712; ;50,851;;72,575;;4,578;;3,68;;1023,1;;213,5;;2,13;;83,7;;0;;0,8;;
16.02.2019;09:00;21,042; ;44,897;;66,604;;11,699;;4,25;;1023,3;;215,3;;2,32;;82,5;;0;;70,3;;
16.02.2019;10:00;21,431; ;33,517;;52,786;;20,507;;4,92;;1023,5;;218,5;;3,09;;79,8;;0;;190,8;;
16.02.2019;11:00;22,028; ;31,593;;56,324;;23,697;;6,23;;1023,3;;220,4;;3,16;;76,2;;0;;310,3;;
16.02.2019;12:00;22,847; ;29,957;;52,160;;28,333;;8,12;;1023,5;;215,5;;2,60;;73,2;;0;;351,1;;
16.02.2019;13:00;23,901; ;30,007;;49,353;;35,279;;10,24;;1023,4;;219,1;;3,16;;70,6;;0;;405,2;;
16.02.2019;14:00;25,004; ;27,774;;40,350;;44,533;;11,79;;1023,1;;222,3;;3,19;;68,8;;0;;355,5;;
16.02.2019;15:00;26,015; ;30,014;;40,663;;48,287;;12,86;;1022,9;;227,6;;3,23;;64,2;;0;;306,0;;
16.02.2019;16:00;27,018; ;23,099;;27,738;;56,350;;13,40;;1022,9;;258,6;;2,04;;61,5;;0;;190,2;;
16.02.2019;17:00;28,146; ;27,945;;31,170;;50,351;;12,33;;1023,1;;280,0;;1,11;;65,7;;0;;73,3;;
16.02.2019;18:00;29,375; ;43,595;;48,584;;32,026;;11,14;;1023,2;;234,5;;1,60;;72,6;;0;;6,7;;
16.02.2019;19:00;30,695; ;38,295;;41,785;;33,558;;10,25;;1023,4;;235,5;;2,04;;79,4;;0;;0,0;;
16.02.2019;20:00;32,161; ;38,193;;42,492;;32,224;;10,00;;1023,5;;231,6;;2,31;;81,6;;0;;0,0;;
16.02.2019;21:00;33,629; ;39,893;;44,864;;26,317;;9,76;;1023,4;;230,5;;1,98;;82,8;;0;;0,0;;
16.02.2019;22:00;34,980; ;36,926;;41,346;;26,412;;9,70;;1023,5;;231,4;;2,13;;83,6;;0;;0,1;;
16.02.2019;23:00;36,003; ;47,072;;63,371;;19,855;;9,69;;1023,5;;230,7;;2,19;;84,8;;0;;0,0;;
17.02.2019;00:00;37,261; ;31,533;;35,249;;29,112;;9,25;;1023,4;;229,1;;1,90;;86,5;;0;;0,0;;
17.02.2019;01:00;38,748; ;32,133;;41,749;;23,113;;8,23;;1023,3;;222,7;;1,57;;88,2;;0;;0,0;;
17.02.2019;02:00;40,358; ;37,764;;60,389;;11,932;;6,86;;1023,3;;216,1;;1,22;;90,9;;0;;0,0;;
17.02.2019;03:00;42,041; ;44,186;;61,599;;5,816;;6,05;;1023,2;;204,7;;0,91;;91,9;;0;;0,0;;
17.02.2019;04:00;44,001; ;43,485;;63,863;;7,013;;5,91;;1023,0;;199,6;;1,36;;91,2;;0;;0,0;;
17.02.2019;05:00;45,735; ;42,916;;53,629;;9,554;;5,31;;1022,8;;161,6;;1,06;;92,6;;0;;0,0;;
17.02.2019;06:00;47,187; ;36,937;;43,569;;12,840;;4,99;;1022,3;;166,1;;1,22;;93,0;;0;;0,0;;
17.02.2019;07:00;48,084; ;36,542;;42,834;;13,300;;5,04;;1021,7;;165,2;;1,69;;88,8;;0;;0,0;;
17.02.2019;08:00;48,655; ;43,494;;53,358;;6,957;;4,12;;1021,6;;157,3;;1,55;;89,5;;0;;0,4;;
17.02.2019;09:00;49,334; ;42,861;;68,166;;8,501;;3,93;;1021,6;;162,9;;1,59;;89,6;;0;;59,5;;
17.02.2019;10:00;50,072; ;38,608;;64,091;;19,376;;5,71;;1021,5;;174,3;;2,24;;81,0;;0;;186,1;;
17.02.2019;11:00;50,571; ;35,814;;58,752;;25,352;;7,69;;1021,5;;169,4;;2,16;;74,2;;0;;265,8;;
17.02.2019;12:00;50,698; ;33,036;;54,745;;32,503;;9,48;;1021,3;;181,9;;2,66;;66,4;;0;;376,8;;
17.02.2019;13:00;50,599; ;29,475;;45,990;;41,733;;11,64;;1020,5;;182,3;;2,52;;58,9;;0;;410,8;;
17.02.2019;14:00;50,494; ;26,668;;37,806;;49,976;;12,63;;1019,7;;185,1;;2,91;;55,5;;0;;349,0;;
17.02.2019;15:00;50,455; ;26,509;;35,000;;52,905;;13,12;;1019,0;;180,4;;2,69;;54,6;;0;;264,5;;
17.02.2019;16:00;50,324; ;26,645;;33,031;;54,312;;13,56;;1018,7;;176,6;;2,31;;52,9;;0;;190,5;;
17.02.2019;17:00;50,009; ;30,010;;34,571;;48,649;;13,14;;1018,4;;162,4;;1,79;;55,4;;0;;86,4;;
17.02.2019;18:00;49,632; ;31,482;;34,150;;34,668;;11,55;;1017,9;;147,1;;1,82;;64,5;;0;;13,8;;
17.02.2019;19:00;49,150; ;30,835;;32,773;;27,512;;9,84;;1017,9;;151,7;;1,61;;71,6;;0;;0,0;;
17.02.2019;20:00;48,378; ;35,415;;37,443;;27,540;;9,06;;1018,1;;158,7;;1,31;;68,6;;0;;0,0;;
17.02.2019;21:00;47,589; ;41,075;;44,042;;22,333;;8,53;;1018,0;;167,0;;1,43;;68,4;;0;;0,0;;
17.02.2019;22:00;46,729; ;37,267;;41,294;;24,207;;8,29;;1018,1;;171,2;;1,79;;69,8;;0;;0,0;;
17.02.2019;23:00;45,876; ;;*;;*;;*;8,90;;1017,9;;198,5;;1,89;;67,1;;0;;0,0;;
18.02.2019;00:00;45,141; ;46,918;;54,559;;14,546;;7,94;;1017,9;;216,7;;1,85;;72,2;;0;;0,0;;
18.02.2019;01:00;44,132; ;46,955;;61,685;;14,498;;7,78;;1017,9;;213,8;;1,70;;71,1;;0;;0,0;;
18.02.2019;02:00;42,959; ;44,234;;57,579;;13,210;;6,81;;1018,2;;205,8;;1,71;;74,6;;0;;0,0;;
18.02.2019;03:00;41,736; ;50,232;;62,524;;8,842;;6,62;;1018,2;;222,9;;2,14;;74,4;;0;;0,0;;
18.02.2019;04:00;40,174; ;47,579;;60,357;;10,635;;6,19;;1018,0;;221,9;;1,77;;75,4;;0;;0,0;;
18.02.2019;05:00;38,541; ;51,496;;77,665;;6,296;;5,51;;1017,8;;208,2;;1,31;;77,0;;0;;0,0;;
18.02.2019;06:00;36,800; ;47,415;;72,866;;9,211;;5,36;;1017,9;;220,6;;1,70;;76,8;;0;;0,0;;
18.02.2019;07:00;35,303; ;35,348;;44,611;;15,830;;4,62;;1017,9;;220,4;;2,20;;79,5;;0;;0,0;;
18.02.2019;08:00;34,112; ;45,603;;82,527;;9,140;;4,79;;1017,7;;221,0;;2,37;;79,6;;0;;1,7;;
18.02.2019;09:00;33,053; ;44,572;;84,717;;12,595;;5,41;;1017,7;;212,7;;2,46;;75,2;;0;;63,8;;
18.02.2019;10:00;32,218; ;45,940;;88,808;;15,951;;6,75;;1017,5;;191,5;;2,02;;69,6;;0;;183,4;;
18.02.2019;11:00;31,532; ;44,248;;84,599;;20,836;;8,38;;1017,1;;184,6;;2,48;;64,6;;0;;293,7;;
18.02.2019;12:00;31,051; ;39,759;;73,680;;27,990;;9,92;;1016,8;;190,2;;3,42;;62,3;;0;;369,2;;
18.02.2019;13:00;30,549; ;30,642;;48,020;;43,133;;11,28;;1016,3;;207,1;;2,92;;56,3;;0;;401,3;;
18.02.2019;14:00;30,134; ;31,091;;46,788;;47,348;;12,29;;1015,6;;216,4;;3,28;;53,3;;0;;396,3;;
18.02.2019;15:00;29,889; ;38,312;;62,215;;41,311;;12,80;;1014,9;;217,0;;2,83;;54,7;;0;;318,8;;
18.02.2019;16:00;29,763; ;41,071;;56,505;;43,228;;13,14;;1014,6;;220,6;;2,19;;57,4;;0;;204,1;;
18.02.2019;17:00;29,875; ;48,762;;64,220;;34,063;;12,54;;1014,3;;220,5;;1,44;;62,0;;0;;81,1;;
18.02.2019;18:00;29,973; ;50,923;;60,810;;25,036;;11,18;;1013,9;;192,7;;0,89;;68,4;;0;;10,3;;
18.02.2019;19:00;30,090; ;49,540;;57,864;;21,970;;10,02;;1013,8;;219,4;;1,14;;73,4;;0;;0,0;;
18.02.2019;20:00;30,361; ;55,310;;67,083;;11,012;;8,74;;1013,5;;239,5;;0,96;;78,7;;0;;0,0;;
18.02.2019;21:00;30,823; ;51,794;;63,488;;12,525;;8,21;;1013,4;;233,6;;0,81;;81,6;;0;;0,0;;
18.02.2019;22:00;31,452; ;35,781;;37,625;;30,298;;9,47;;1013,4;;275,4;;0,80;;84,6;;0;;0,2;;
18.02.2019;23:00;32,008; ;30,392;;34,456;;36,474;;9,24;;1013,0;;246,6;;0,86;;87,4;;0;;0,0;;
19.02.2019;00:00;32,708; ;;*;;*;;*;7,32;;1012,6;;227,0;;1,23;;93,4;;0;;0,0;;
19.02.2019;01:00;33,527; ;28,567;;32,239;;25,054;;7,14;;1012,5;;229,9;;1,77;;95,8;;0;;0,0;;
19.02.2019;02:00;33,664; ;13,920;;15,083;;49,522;;7,55;;1012,8;;274,8;;1,76;;94,0;;29;;0,2;;
19.02.2019;03:00;33,263; ;8,826;;9,995;;60,196;;7,09;;1012,8;;278,3;;1,37;;96,1;;57;;0,0;;
19.02.2019;04:00;32,791; ;11,136;;13,430;;59,870;;6,73;;1012,4;;238,3;;2,22;;97,4;;10;;0,0;;
19.02.2019;05:00;32,163; ;8,494;;10,230;;61,349;;6,53;;1012,4;;235,8;;2,62;;97,8;;0;;0,0;;
19.02.2019;06:00;31,616; ;8,201;;9,313;;61,349;;6,32;;1012,5;;240,0;;2,76;;96,6;;0;;0,0;;
19.02.2019;07:00;31,356; ;14,341;;17,448;;49,381;;5,94;;1012,5;;245,0;;2,16;;96,4;;0;;0,0;;
19.02.2019;08:00;31,152; ;25,696;;34,112;;35,509;;5,55;;1012,9;;239,7;;2,76;;96,2;;0;;0,7;;
19.02.2019;09:00;30,882; ;25,344;;36,255;;33,643;;5,48;;1013,4;;239,0;;3,43;;96,3;;0;;48,7;;
19.02.2019;10:00;30,522; ;20,708;;29,551;;40,208;;6,00;;1013,7;;239,2;;3,77;;94,9;;0;;88,8;;
19.02.2019;11:00;30,163; ;17,600;;23,138;;45,628;;6,83;;1014,2;;242,6;;2,69;;92,5;;0;;135,1;;
19.02.2019;12:00;29,811; ;19,818;;25,954;;46,416;;7,37;;1014,5;;251,7;;2,09;;89,6;;0;;72,2;;
19.02.2019;13:00;29,437; ;17,673;;22,138;;50,445;;7,77;;1014,6;;268,1;;1,83;;87,6;;0;;63,6;;
19.02.2019;14:00;29,039; ;16,539;;21,460;;49,814;;7,69;;1014,6;;273,2;;1,72;;90,2;;11;;52,0;;
19.02.2019;15:00;28,412; ;13,802;;18,700;;52,518;;7,66;;1014,9;;281,6;;2,07;;91,9;;16;;89,3;;
19.02.2019;16:00;27,775; ;11,869;;15,983;;55,363;;8,01;;1015,3;;284,3;;2,34;;90,1;;0;;86,5;;
19.02.2019;17:00;26,942; ;10,092;;12,669;;57,952;;7,99;;1015,6;;286,8;;2,42;;88,0;;0;;32,3;;
19.02.2019;18:00;26,019; ;9,851;;11,979;;57,489;;7,70;;1016,1;;286,2;;2,16;;88,5;;0;;4,1;;
19.02.2019;19:00;25,101; ;11,410;;13,554;;56,500;;7,41;;1016,5;;282,5;;1,80;;89,1;;0;;0,0;;
19.02.2019;20:00;24,055; ;14,867;;16,895;;51,190;;7,25;;1016,8;;274,0;;1,57;;89,1;;0;;0,0;;
19.02.2019;21:00;22,783; ;15,495;;17,147;;49,115;;7,11;;1017,1;;276,0;;1,64;;89,1;;0;;0,0;;
19.02.2019;22:00;21,425; ;15,756;;17,410;;47,683;;7,03;;1017,3;;269,5;;1,45;;89,9;;0;;0,0;;
19.02.2019;23:00;20,210; ;17,120;;19,380;;44,561;;6,89;;1017,6;;253,0;;1,39;;90,0;;0;;0,0;;
20.02.2019;00:00;18,779; ;18,786;;21,620;;41,628;;6,40;;1017,6;;241,4;;1,86;;90,6;;0;;0,0;;
20.02.2019;01:00;17,399; ;;*;;*;;*;5,97;;1017,7;;232,8;;2,50;;94,3;;0;;0,0;;
20.02.2019;02:00;16,827; ;19,738;;21,846;;33,691;;5,82;;1018,0;;234,0;;2,49;;95,6;;0;;0,0;;
20.02.2019;03:00;17,013; ;22,825;;24,955;;31,466;;5,73;;1018,1;;237,4;;2,50;;96,0;;0;;0,0;;
20.02.2019;04:00;17,364; ;21,425;;25,492;;32,277;;5,56;;1018,0;;233,4;;2,26;;96,8;;0;;0,0;;
20.02.2019;05:00;17,963; ;17,306;;19,917;;36,684;;5,51;;1017,9;;235,3;;2,31;;98,2;;0;;0,0;;
20.02.2019;06:00;18,585; ;16,480;;19,081;;38,697;;5,70;;1018,0;;232,8;;2,31;;98,5;;0;;0,0;;
20.02.2019;07:00;18,979; ;21,107;;26,981;;33,922;;5,81;;1018,1;;236,4;;2,52;;98,8;;0;;0,0;;
20.02.2019;08:00;19,339; ;26,783;;37,338;;30,470;;5,85;;1018,2;;237,8;;2,36;;98,6;;0;;1,3;;
20.02.2019;09:00;19,783; ;25,970;;38,578;;31,153;;5,85;;1018,6;;238,7;;2,24;;98,6;;0;;32,5;;
20.02.2019;10:00;20,273; ;19,320;;24,276;;39,564;;6,41;;1019,1;;239,9;;2,72;;97,1;;0;;69,1;;
20.02.2019;11:00;20,637; ;21,067;;30,839;;38,750;;6,93;;1019,7;;241,1;;2,54;;94,1;;0;;128,2;;
20.02.2019;12:00;20,853; ;25,654;;38,710;;36,181;;7,61;;1020,2;;232,9;;3,35;;89,8;;0;;231,0;;
20.02.2019;13:00;21,133; ;32,231;;49,929;;34,308;;8,22;;1020,3;;230,9;;3,60;;85,9;;0;;224,3;;
20.02.2019;14:00;21,217; ;39,434;;55,671;;35,358;;8,79;;1020,3;;224,1;;3,25;;80,9;;0;;135,4;;
20.02.2019;15:00;21,328; ;46,487;;64,710;;30,277;;9,14;;1020,3;;225,8;;3,57;;77,1;;0;;106,9;;
20.02.2019;16:00;21,329; ;34,469;;45,321;;41,771;;9,43;;1020,3;;231,7;;3,38;;76,0;;0;;85,5;;
20.02.2019;17:00;21,218; ;25,571;;31,562;;51,638;;9,69;;1020,6;;237,2;;2,96;;72,3;;0;;46,4;;
20.02.2019;18:00;21,132; ;29,618;;35,274;;48,202;;9,42;;1020,5;;236,1;;3,16;;73,3;;0;;12,1;;
20.02.2019;19:00;20,936; ;23,785;;27,044;;52,626;;9,07;;1020,9;;233,1;;3,00;;75,4;;0;;0,1;;
