Lufthygienisches ‹berwachungssystem Niedersachsen;
Braunschweig (Verkehrsstation);;Feinstaub (PM10);;Stickstoffdioxid;;Stickstoffoxide;;Kohlenmonoxid;;Temperatur;;Luftdruck;;Relative Feuchte;;Regendauer;;
18.01.2019;09:00;9,288; ;68,450;;199,820;;0,30911;E;-1,16;;1007,8;;92,4;;0;;
18.01.2019;10:00;9,577; ;65,509;;216,663;;0,35674;E;-0,63;;1008,5;;90,6;;0;;
18.01.2019;11:00;9,658; ;50,093;;144,159;;0,40976;E;0,52;;1009,2;;84,1;;0;;
18.01.2019;12:00;9,611; ;47,187;;126,792;;0,45237;E;1,67;;1009,6;;75,3;;0;;
18.01.2019;13:00;9,574; ;39,602;;115,083;;0,50665;E;2,35;;1009,6;;72,9;;0;;
18.01.2019;14:00;9,645; ;43,256;;119,738;;0,56259;E;2,77;;1009,6;;72,2;;0;;
18.01.2019;15:00;9,762; ;45,463;;113,375;;0,62853; ;3,20;;1009,6;;71,7;;0;;
18.01.2019;16:00;10,116; ;48,831;;122,136;;0,64130; ;3,33;;1009,8;;71,4;;0;;
18.01.2019;17:00;10,544; ;52,854;;137,583;;0,66709; ;3,02;;1010,0;;73,9;;0;;
18.01.2019;18:00;10,977; ;48,448;;120,664;;0,68813; ;2,68;;1010,3;;74,8;;0;;
18.01.2019;19:00;11,483; ;46,492;;125,533;;0,72128; ;2,32;;1010,3;;75,7;;0;;
18.01.2019;20:00;12,119; ;55,964;;128,876;;0,75147; ;2,07;;1010,5;;77,3;;0;;
18.01.2019;21:00;12,737; ;45,759;;102,396;;0,77681; ;1,83;;1010,9;;78,7;;0;;
18.01.2019;22:00;13,117; ;47,714;;94,949;;0,77473; ;1,69;;1011,2;;77,6;;0;;
18.01.2019;23:00;13,749; ;45,069;;90,181;;0,74985; ;1,73;;1011,3;;76,6;;0;;
19.01.2019;00:00;14,237; ;;*;;*;0,70795; ;1,39;;1011,4;;78,1;;0;;
19.01.2019;01:00;14,488; ;30,851;;50,689;;0,64592; ;0,64;;1011,5;;80,1;;0;;
19.01.2019;02:00;14,811; ;35,472;;60,647;;0,60389; ;-0,04;;1011,3;;82,6;;0;;
19.01.2019;03:00;15,167; ;41,319;;55,271;;0,55444;E;-0,19;;1011,2;;83,4;;0;;
19.01.2019;04:00;15,327; ;48,972;;83,179;;0,51413;E;-0,56;;1011,1;;85,4;;0;;
19.01.2019;05:00;15,558; ;48,642;;83,713;;0,47312;E;-0,86;;1010,9;;86,7;;0;;
19.01.2019;06:00;15,761; ;54,918;;122,468;;0,45606;E;-1,21;;1010,7;;87,8;;0;;
19.01.2019;07:00;15,826; ;47,086;;110,732;;0,41934;E;-1,54;;1010,6;;88,8;;0;;
19.01.2019;08:00;15,498; ;43,651;;95,271;;0,39978;E;-1,72;;1010,7;;87,9;;0;;
19.01.2019;09:00;15,069; ;50,929;;137,698;;0,43605;E;-1,65;;1010,9;;87,6;;0;;
19.01.2019;10:00;14,723; ;51,287;;125,517;;0,46106;E;-0,98;;1011,0;;85,8;;0;;
19.01.2019;11:00;14,611; ;43,639;;98,935;;0,47928;E;1,13;;1011,1;;77,4;;0;;
19.01.2019;12:00;14,734; ;39,023;;95,621;;0,49202;E;1,39;;1010,8;;75,2;;0;;
19.01.2019;13:00;14,932; ;38,627;;97,002;;0,50598;E;1,95;;1010,3;;73,7;;0;;
19.01.2019;14:00;15,068; ;34,628;;76,092;;0,48258;E;2,67;;1009,9;;67,8;;0;;
19.01.2019;15:00;15,271; ;34,958;;80,221;;0,47372;E;2,71;;1009,4;;66,8;;0;;
19.01.2019;16:00;15,399; ;40,730;;93,363;;0,49586;E;2,39;;1009,1;;68,8;;0;;
19.01.2019;17:00;15,779; ;36,125;;61,096;;0,46315;E;1,81;;1008,8;;72,6;;0;;
19.01.2019;18:00;16,548; ;35,299;;54,531;;0,43914;E;0,81;;1008,6;;79,4;;0;;
19.01.2019;19:00;17,234; ;38,529;;61,703;;0,43466;E;0,26;;1008,4;;82,6;;0;;
19.01.2019;20:00;17,787; ;44,035;;82,108;;0,44712;E;-0,15;;1008,3;;83,5;;0;;
19.01.2019;21:00;18,059; ;42,688;;66,625;;0,44517;E;-0,50;;1008,4;;84,5;;0;;
19.01.2019;22:00;18,726; ;42,320;;65,728;;0,46033;E;-0,87;;1008,3;;85,7;;0;;
19.01.2019;23:00;19,887; ;47,278;;83,006;;0,48166;E;-1,10;;1008,2;;86,5;;0;;
20.01.2019;00:00;20,678; ;37,474;;61,749;;0,48244;E;-1,48;;1008,1;;88,5;;0;;
20.01.2019;01:00;21,641; ;;*;;*;0,50464;E;-1,95;;1007,9;;90,2;;0;;
20.01.2019;02:00;22,687; ;32,366;;48,672;;0,53104;E;-2,17;;1007,7;;91,0;;0;;
20.01.2019;03:00;23,629; ;29,979;;41,225;;0,53754;E;-2,62;;1007,5;;91,7;;0;;
20.01.2019;04:00;24,628; ;27,920;;39,874;;0,52204;E;-3,01;;1007,5;;92,4;;0;;
20.01.2019;05:00;25,563; ;32,300;;47,368;;0,51519;E;-3,43;;1007,5;;92,7;;0;;
20.01.2019;06:00;26,480; ;31,000;;50,941;;0,50604;E;-3,84;;1007,5;;93,4;;0;;
20.01.2019;07:00;27,475; ;32,494;;66,781;;0,49925;E;-4,15;;1007,7;;93,6;;0;;
20.01.2019;08:00;28,585; ;30,475;;45,691;;0,49580;E;-4,73;;1007,8;;94,1;;0;;
20.01.2019;09:00;29,673; ;31,355;;55,767;;0,48834;E;-4,89;;1008,4;;93,6;;0;;
20.01.2019;10:00;30,717; ;22,221;;55,063;;0,47845;E;-4,92;;1009,0;;93,5;;0;;
20.01.2019;11:00;31,838; ;25,822;;78,850;;0,48468;E;-3,17;;1009,6;;87,8;;0;;
20.01.2019;12:00;32,794; ;23,833;;65,309;;0,49202;E;-2,13;;1009,9;;83,1;;0;;
20.01.2019;13:00;33,684; ;22,950;;52,133;;0,49576;E;-2,26;;1010,0;;85,2;;0;;
20.01.2019;14:00;34,577; ;24,799;;56,379;;0,50594;E;-1,26;;1010,0;;79,0;;0;;
20.01.2019;15:00;35,276; ;27,368;;53,958;;0,50341;E;-0,45;;1010,1;;73,1;;0;;
20.01.2019;16:00;35,999; ;36,466;;98,340;;0,53291;E;-0,08;;1010,3;;72,5;;0;;
20.01.2019;17:00;36,859; ;42,913;;89,229;;0,57069;E;-0,26;;1010,6;;76,2;;0;;
20.01.2019;18:00;37,386; ;37,996;;75,760;;0,59984;E;-1,11;;1011,1;;81,6;;0;;
20.01.2019;19:00;37,692; ;41,167;;77,591;;0,59288;E;-1,76;;1011,7;;85,2;;0;;
20.01.2019;20:00;38,072; ;52,722;;129,900;;0,59719;E;-2,15;;1012,2;;86,3;;0;;
20.01.2019;21:00;38,985; ;56,108;;164,931;;0,63187; ;-2,63;;1012,6;;87,2;;0;;
20.01.2019;22:00;39,802; ;51,812;;139,958;;0,67992; ;-3,21;;1013,0;;88,8;;0;;
20.01.2019;23:00;40,157; ;44,310;;117,884;;0,71601; ;-4,00;;1013,5;;91,7;;0;;
21.01.2019;00:00;40,820; ;42,427;;86,953;;0,70522; ;-4,46;;1013,9;;92,3;;0;;
21.01.2019;01:00;41,568; ;41,000;;96,570;;0,68030; ;-4,78;;1014,0;;91,8;;0;;
21.01.2019;02:00;42,346; ;;*;;*;0,67686; ;-5,46;;1014,0;;91,6;;0;;
21.01.2019;03:00;43,214; ;34,850;;112,464;;0,70100; ;-5,97;;1014,0;;91,6;;0;;
21.01.2019;04:00;43,914; ;35,831;;110,494;;0,71830; ;-6,15;;1014,0;;91,4;;0;;
21.01.2019;05:00;44,553; ;32,826;;104,158;;0,72355; ;-6,57;;1013,9;;90,8;;0;;
21.01.2019;06:00;45,220; ;39,440;;160,760;;0,74506; ;-6,70;;1013,8;;91,3;;0;;
21.01.2019;07:00;46,024; ;50,548;;284,129;;0,82417; ;-6,48;;1013,6;;91,8;;0;;
21.01.2019;08:00;46,621; ;52,830;;319,426;;0,94805; ;-6,26;;1013,6;;91,4;;0;;
21.01.2019;09:00;47,025; ;69,916;;378,179;;1,03308; ;-6,03;;1013,9;;90,5;;0;;
21.01.2019;10:00;47,332; ;54,577;;338,095;;1,11116; ;-5,32;;1014,0;;88,3;;0;;
21.01.2019;11:00;47,419; ;55,410;;262,727;;1,16233; ;-2,97;;1013,7;;80,5;;0;;
21.01.2019;12:00;47,423; ;55,737;;230,168;;1,21080; ;-1,81;;1013,1;;78,3;;0;;
21.01.2019;13:00;47,244; ;49,511;;176,736;;1,22411; ;-0,66;;1012,7;;74,6;;0;;
21.01.2019;14:00;47,237; ;36,282;;117,287;;1,18617; ;-0,10;;1012,1;;68,7;;0;;
21.01.2019;15:00;47,151; ;46,486;;148,381;;1,11804; ;0,16;;1011,4;;67,0;;0;;
21.01.2019;16:00;46,964; ;49,912;;145,741;;1,02027; ;0,11;;1010,9;;67,2;;0;;
21.01.2019;17:00;46,357; ;58,675;;178,301;;0,98334; ;-0,43;;1010,5;;70,0;;0;;
21.01.2019;18:00;45,841; ;66,654;;195,399;;0,95110; ;-1,03;;1010,3;;73,2;;0;;
21.01.2019;19:00;45,637; ;70,719;;228,808;;0,93865; ;-1,62;;1010,1;;75,9;;0;;
21.01.2019;20:00;45,347; ;65,931;;179,155;;0,93710; ;-1,68;;1009,8;;75,6;;0;;
21.01.2019;21:00;44,689; ;60,455;;165,782;;0,92749; ;-1,59;;1009,5;;73,7;;0;;
21.01.2019;22:00;43,931; ;46,841;;108,217;;0,94078; ;-1,22;;1009,1;;72,0;;0;;
21.01.2019;23:00;43,103; ;40,731;;77,673;;0,93045; ;-0,98;;1008,9;;70,8;;0;;
22.01.2019;00:00;42,506; ;36,140;;72,110;;0,90797; ;-0,99;;1008,6;;71,1;;0;;
22.01.2019;01:00;41,824; ;27,578;;37,155;;0,83478; ;-0,95;;1008,2;;70,8;;0;;
22.01.2019;02:00;41,140; ;28,780;;35,763;;0,74848; ;-1,04;;1007,6;;72,1;;2;;
22.01.2019;03:00;40,407; ;;*;;*;0,66819; ;-1,14;;1007,2;;74,5;;6;;
22.01.2019;04:00;39,825; ;34,616;;40,012;;0,57787;E;-1,02;;1006,2;;72,7;;0;;
22.01.2019;05:00;39,292; ;38,929;;54,688;;0,52530;E;-1,42;;1005,3;;72,7;;0;;
22.01.2019;06:00;38,818; ;46,583;;163,133;;0,50639;E;-1,97;;1004,7;;75,1;;0;;
22.01.2019;07:00;38,121; ;55,233;;216,139;;0,51371;E;-2,32;;1004,1;;75,4;;0;;
22.01.2019;08:00;37,539; ;60,297;;267,480;;0,57415;E;-2,83;;1003,7;;77,4;;0;;
22.01.2019;09:00;37,022; ;46,153;;237,324;;0,62755; ;-3,17;;1003,4;;77,6;;0;;
22.01.2019;10:00;36,505; ;51,164;;207,219;;0,66686; ;-2,66;;1003,0;;73,2;;0;;
22.01.2019;11:00;35,770; ;52,868;;186,772;;0,69452; ;-0,01;;1002,5;;53,3;;0;;
22.01.2019;12:00;35,165; ;54,675;;177,989;;0,73022; ;0,64;;1001,8;;51,0;;0;;
22.01.2019;13:00;34,581; ;47,707;;131,486;;0,75213; ;0,42;;1000,7;;52,9;;0;;
22.01.2019;14:00;33,850; ;39,454;;115,956;;0,73268; ;0,70;;999,6;;53,1;;0;;
22.01.2019;15:00;33,507; ;43,742;;108,205;;0,68879; ;0,96;;998,5;;61,3;;0;;
22.01.2019;16:00;33,266; ;46,171;;107,469;;0,61850; ;1,22;;997,6;;60,4;;0;;
22.01.2019;17:00;33,221; ;50,607;;123,555;;0,59069;E;0,98;;997,0;;63,5;;0;;
22.01.2019;18:00;33,104; ;42,082;;98,370;;0,56153;E;0,12;;996,4;;65,2;;0;;
22.01.2019;19:00;32,943; ;36,465;;77,459;;0,53951;E;-0,86;;996,2;;68,2;;0;;
22.01.2019;20:00;33,024; ;35,414;;77,621;;0,49707;E;-1,53;;995,8;;70,9;;0;;
22.01.2019;21:00;33,220; ;32,594;;68,808;;0,46429;E;-2,10;;995,4;;74,7;;0;;
22.01.2019;22:00;33,476; ;29,645;;56,251;;0,43826;E;-2,46;;995,0;;77,1;;0;;
22.01.2019;23:00;33,711; ;33,735;;72,689;;0,43597;E;-2,77;;994,7;;78,8;;0;;
23.01.2019;00:00;33,926; ;35,977;;75,323;;0,41858;E;-3,16;;994,6;;81,0;;0;;
23.01.2019;01:00;34,208; ;35,210;;56,915;;0,39290;E;-3,52;;994,2;;80,3;;0;;
23.01.2019;02:00;34,406; ;35,103;;45,591;;0,37823;E;-3,82;;993,6;;80,9;;0;;
23.01.2019;03:00;34,528; ;25,858;;33,225;;0,36972;E;-4,43;;993,4;;82,3;;0;;
23.01.2019;04:00;34,653; ;;*;;*;0,36576;E;-5,20;;993,0;;85,1;;0;;
23.01.2019;05:00;34,813; ;32,941;;59,448;;0,37189;E;-5,38;;992,8;;85,1;;0;;
23.01.2019;06:00;34,930; ;32,904;;68,629;;0,40050;E;-5,56;;992,8;;83,6;;0;;
23.01.2019;07:00;35,179; ;41,142;;149,261;;0,46838;E;-5,56;;992,8;;84,4;;0;;
23.01.2019;08:00;35,536; ;37,950;;132,776;;0,50105;E;-5,50;;992,9;;85,3;;0;;
23.01.2019;09:00;36,030; ;40,857;;109,331;;0,53302;E;-5,62;;993,1;;84,8;;0;;
23.01.2019;10:00;36,587; ;43,757;;133,119;;0,55691;E;-5,88;;993,2;;81,6;;0;;
23.01.2019;11:00;37,455; ;30,044;;84,866;;0,57250;E;-4,99;;993,3;;79,2;;0;;
23.01.2019;12:00;38,338; ;29,487;;66,219;;0,59298;E;-3,66;;993,4;;75,3;;0;;
23.01.2019;13:00;39,937; ;25,114;;51,708;;0,59597;E;-3,68;;993,2;;79,1;;0;;
23.01.2019;14:00;42,007; ;26,484;;59,913;;0,58819;E;-3,42;;993,2;;79,3;;0;;
23.01.2019;15:00;44,011; ;28,386;;51,845;;0,52497;E;-3,53;;993,2;;79,4;;0;;
23.01.2019;16:00;45,966; ;31,743;;63,978;;0,49934;E;-3,86;;993,7;;80,0;;0;;
23.01.2019;17:00;47,597; ;39,658;;77,696;;0,49419;E;-3,52;;994,2;;78,7;;0;;
23.01.2019;18:00;48,940; ;36,337;;63,530;;0,49131;E;-3,15;;994,7;;77,6;;0;;
23.01.2019;19:00;50,743; ;37,664;;68,593;;0,51069;E;-3,08;;995,1;;78,0;;0;;
23.01.2019;20:00;52,899; ;39,113;;74,628;;0,54748;E;-3,36;;995,9;;77,5;;0;;
23.01.2019;21:00;55,824; ;40,236;;71,771;;0,59890;E;-3,93;;996,5;;79,9;;0;;
23.01.2019;22:00;58,838; ;39,178;;76,698;;0,64555; ;-4,64;;997,3;;81,7;;0;;
23.01.2019;23:00;61,430; ;39,003;;58,605;;0,67833; ;-5,43;;997,9;;83,9;;0;;
24.01.2019;00:00;62,720; ;26,233;;34,142;;0,68634; ;-5,95;;998,6;;83,9;;0;;
24.01.2019;01:00;62,973; ;17,075;;20,695;;0,68330; ;-5,87;;999,3;;83,1;;0;;
24.01.2019;02:00;62,903; ;15,773;;18,486;;0,69116; ;-5,57;;999,6;;81,5;;0;;
24.01.2019;03:00;62,545; ;13,868;;17,120;;0,67833; ;-5,06;;999,9;;80,3;;0;;
24.01.2019;04:00;62,096; ;13,941;;17,306;;0,64578; ;-4,54;;1000,1;;78,2;;0;;
24.01.2019;05:00;61,582; ;;*;;*;0,59199;E;-4,31;;1000,1;;77,3;;0;;
24.01.2019;06:00;61,205; ;21,485;;31,382;;0,53607;E;-4,38;;1000,3;;79,9;;0;;
24.01.2019;07:00;60,878; ;28,727;;54,691;;0,50464;E;-4,37;;1000,7;;81,1;;0;;
24.01.2019;08:00;60,615; ;29,903;;60,166;;0,49936;E;-4,27;;1001,2;;81,6;;0;;
24.01.2019;09:00;60,365; ;36,934;;78,098;;0,49245;E;-4,05;;1001,6;;81,8;;0;;
24.01.2019;10:00;60,108; ;31,451;;66,947;;0,47948;E;-3,63;;1002,0;;80,7;;0;;
24.01.2019;11:00;59,667; ;32,023;;67,265;;0,46742;E;-2,91;;1002,2;;76,6;;0;;
24.01.2019;12:00;59,064; ;26,507;;54,582;;0,47296;E;-2,26;;1002,5;;71,2;;0;;
24.01.2019;13:00;57,744; ;28,377;;57,540;;0,48552;E;-1,87;;1002,4;;68,3;;0;;
24.01.2019;14:00;56,081; ;30,096;;62,481;;0,49564;E;-1,72;;1002,3;;67,0;;0;;
24.01.2019;15:00;54,127; ;25,165;;42,870;;0,48218;E;-1,75;;1002,4;;67,3;;0;;
24.01.2019;16:00;52,305; ;30,016;;52,271;;0,46459;E;-2,01;;1002,7;;73,4;;0;;
24.01.2019;17:00;50,691; ;30,052;;47,157;;0,44345;E;-2,23;;1003,0;;77,2;;0;;
24.01.2019;18:00;49,379; ;32,594;;57,332;;0,42996;E;-2,33;;1003,5;;78,5;;0;;
24.01.2019;19:00;47,670; ;32,282;;54,472;;0,42739;E;-2,47;;1004,0;;79,5;;3;;
24.01.2019;20:00;45,490; ;35,889;;65,784;;0,43041;E;-2,62;;1004,3;;79,7;;2;;
24.01.2019;21:00;42,572; ;34,798;;62,022;;0,41962;E;-2,89;;1004,7;;82,6;;1;;
24.01.2019;22:00;39,507; ;30,458;;58,139;;0,42038;E;-3,13;;1005,0;;83,5;;0;;
24.01.2019;23:00;36,806; ;33,949;;66,374;;0,42436;E;-3,21;;1005,3;;83,3;;0;;
25.01.2019;00:00;35,492; ;31,529;;50,137;;0,43477;E;-3,09;;1005,2;;83,2;;0;;
25.01.2019;01:00;35,091; ;16,606;;23,380;;0,44436;E;-3,46;;1005,3;;84,4;;0;;
25.01.2019;02:00;35,053; ;13,890;;19,648;;0,44930;E;-3,58;;1005,4;;84,1;;0;;
25.01.2019;03:00;35,453; ;15,658;;19,536;;0,45667;E;-3,62;;1005,5;;84,4;;0;;
25.01.2019;04:00;36,018; ;17,632;;24,696;;0,45699;E;-3,46;;1005,3;;84,0;;0;;
25.01.2019;05:00;36,679; ;18,510;;29,719;;0,47170;E;-3,47;;1005,5;;84,1;;0;;
25.01.2019;06:00;37,211; ;33,453;;86,629;;0,50826;E;-3,26;;1005,5;;84,1;;0;;
25.01.2019;07:00;37,659; ;43,806;;132,822;;0,50826;E;-3,16;;1005,8;;85,0;;0;;
25.01.2019;08:00;38,152; ;58,299;;236,975;;0,62727; ;-2,99;;1006,0;;86,5;;0;;
25.01.2019;09:00;39,141; ;52,253;;183,764;;0,72988; ;-2,89;;1006,2;;86,8;;0;;
25.01.2019;10:00;41,064; ;38,738;;158,067;;0,81891; ;-3,01;;1006,2;;84,6;;1;;
25.01.2019;11:00;43,136; ;40,870;;140,561;;0,90232; ;-3,09;;1006,3;;84,0;;16;;
25.01.2019;12:00;44,884; ;46,046;;164,531;;0,96979; ;-2,91;;1006,3;;85,0;;43;;
25.01.2019;13:00;45,841; ;46,094;;147,423;;1,04443; ;-2,98;;1005,9;;79,5;;22;;
25.01.2019;14:00;46,758; ;58,752;;189,597;;1,07639; ;-2,84;;1005,4;;73,6;;0;;
25.01.2019;15:00;47,709; ;46,781;;153,441;;1,06673; ;-2,73;;1005,0;;73,4;;0;;
25.01.2019;16:00;47,901; ;53,161;;140,487;;1,03387; ;-2,81;;1004,7;;71,4;;0;;
25.01.2019;17:00;47,944; ;47,687;;149,694;;1,00915; ;-2,86;;1004,2;;70,6;;0;;
25.01.2019;18:00;48,051; ;62,412;;170,720;;1,00951; ;-2,71;;1003,9;;71,6;;0;;
25.01.2019;19:00;48,110; ;67,795;;178,798;;0,99709; ;-2,33;;1003,3;;73,5;;0;;
25.01.2019;20:00;48,154; ;56,167;;138,541;;0,97961; ;-2,06;;1002,8;;74,4;;0;;
25.01.2019;21:00;48,128; ;54,717;;123,754;;0,95115; ;-1,91;;1001,7;;76,5;;1;;
25.01.2019;22:00;48,175; ;42,424;;82,898;;0,91664; ;-2,06;;1000,5;;87,1;;60;;
25.01.2019;23:00;48,315; ;;*;;*;0,85425; ;-2,17;;999,4;;95,6;;60;;
26.01.2019;00:00;47,779; ;36,462;;57,117;;0,78731; ;-0,61;;998,1;;96,2;;14;;
26.01.2019;01:00;46,849; ;28,142;;40,446;;0,71692; ;0,46;;997,0;;94,1;;53;;
26.01.2019;02:00;45,797; ;25,108;;32,763;;0,62840; ;0,64;;996,0;;96,4;;57;;
26.01.2019;03:00;44,555; ;22,836;;29,542;;0,55754;E;0,99;;995,5;;96,8;;43;;
26.01.2019;04:00;43,220; ;24,821;;37,720;;0,49465;E;1,05;;995,2;;98,1;;8;;
26.01.2019;05:00;41,719; ;23,647;;37,907;;0,43047;E;1,40;;995,2;;98,0;;0;;
26.01.2019;06:00;40,148; ;34,325;;68,789;;0,39069;E;1,88;;995,0;;97,9;;7;;
26.01.2019;07:00;38,530; ;40,974;;127,483;;0,40186;E;2,17;;994,9;;98,4;;57;;
26.01.2019;08:00;36,739; ;44,664;;104,498;;0,38682;E;2,50;;994,4;;99,7;;60;;
26.01.2019;09:00;34,448; ;50,437;;156,919;;0,40012;E;2,71;;994,1;;99,9;;60;;
26.01.2019;10:00;31,213; ;47,457;;173,337;;0,47114;E;2,88;;993,5;;100,0;;60;;
26.01.2019;11:00;28,065; ;43,466;;141,821;;0,54707;E;3,34;;993,2;;100,0;;60;;
26.01.2019;12:00;25,310; ;38,599;;109,844;;0,59224;E;4,58;;992,9;;100,0;;60;;
26.01.2019;13:00;23,412; ;34,837;;86,958;;0,62173; ;5,31;;992,7;;99,8;;52;;
26.01.2019;14:00;21,397; ;35,495;;85,270;;0,61193; ;5,54;;992,6;;99,6;;59;;
26.01.2019;15:00;19,449; ;32,738;;79,491;;0,58105;E;5,68;;992,4;;99,8;;60;;
26.01.2019;16:00;18,151; ;42,246;;89,852;;0,57680;E;5,70;;992,3;;99,7;;59;;
26.01.2019;17:00;16,975; ;42,562;;87,577;;0,55676;E;5,46;;992,2;;100,0;;53;;
26.01.2019;18:00;15,980; ;37,290;;82,090;;0,48666;E;5,32;;992,0;;99,9;;3;;
26.01.2019;19:00;15,089; ;33,252;;76,090;;0,41579;E;5,35;;991,6;;98,5;;2;;
26.01.2019;20:00;14,265; ;39,644;;99,072;;0,38849;E;5,20;;991,0;;98,4;;0;;
26.01.2019;21:00;13,204; ;42,213;;87,649;;0,35565;E;5,10;;990,3;;96,9;;0;;
26.01.2019;22:00;11,957; ;38,664;;74,537;;0,36014;E;4,93;;989,6;;96,1;;15;;
26.01.2019;23:00;10,467; ;32,402;;63,651;;0,34664;E;4,81;;988,8;;95,0;;17;;
27.01.2019;00:00;9,521; ;;*;;*;0,34779;E;4,70;;987,9;;93,2;;0;;
27.01.2019;01:00;8,914; ;15,764;;25,101;;0,36308;E;4,93;;987,0;;89,6;;4;;
27.01.2019;02:00;8,468; ;13,205;;18,081;;0,36829;E;5,00;;985,7;;87,0;;0;;
27.01.2019;03:00;8,111; ;9,927;;15,046;;0,35992;E;5,03;;984,9;;85,7;;4;;
27.01.2019;04:00;7,786; ;9,282;;12,063;;0,33658;E;5,20;;983,6;;85,5;;0;;
27.01.2019;05:00;7,560; ;8,369;;11,460;;0,34750;E;5,12;;982,4;;85,5;;0;;
27.01.2019;06:00;7,384; ;9,930;;13,577;;0,35320;E;5,21;;981,3;;86,2;;28;;
27.01.2019;07:00;7,203; ;12,887;;18,267;;0,37804;E;4,99;;980,5;;89,8;;50;;
27.01.2019;08:00;7,055; ;9,838;;13,327;;0,37783;E;4,91;;979,6;;90,9;;21;;
27.01.2019;09:00;6,860; ;12,818;;20,655;;0,37609;E;5,20;;979,2;;88,2;;0;;
27.01.2019;10:00;6,669; ;18,287;;34,990;;0,39802;E;5,71;;978,7;;85,1;;0;;
27.01.2019;11:00;6,472; ;18,992;;41,423;;0,42947;E;6,53;;978,1;;83,0;;3;;
27.01.2019;12:00;6,342; ;22,317;;51,702;;0,46470;E;7,08;;977,6;;80,6;;0;;
27.01.2019;13:00;6,216; ;24,498;;60,796;;0,49396;E;7,81;;976,9;;76,4;;0;;
27.01.2019;14:00;6,073; ;15,689;;38,555;;0,51332;E;8,30;;976,2;;72,8;;0;;
27.01.2019;15:00;5,962; ;26,159;;56,307;;0,52548;E;8,23;;975,7;;71,6;;0;;
27.01.2019;16:00;5,862; ;22,628;;44,329;;0,54758;E;7,82;;975,4;;71,8;;0;;
27.01.2019;17:00;5,702; ;34,337;;63,365;;0,55856;E;7,18;;975,5;;75,7;;16;;
27.01.2019;18:00;5,292; ;32,176;;70,680;;0,57791;E;6,20;;975,6;;85,4;;43;;
27.01.2019;19:00;4,720; ;34,610;;63,091;;0,58266;E;6,07;;975,7;;85,4;;2;;
27.01.2019;20:00;4,069; ;27,871;;58,539;;0,58329;E;5,95;;975,8;;85,9;;0;;
27.01.2019;21:00;3,723; ;31,999;;62,592;;0,57712;E;5,75;;976,3;;89,0;;16;;
27.01.2019;22:00;3,530; ;20,030;;36,797;;0,56334;E;5,27;;977,0;;93,6;;34;;
27.01.2019;23:00;3,522; ;15,244;;24,170;;0,55775;E;4,23;;977,8;;95,0;;0;;
28.01.2019;00:00;3,674; ;15,487;;23,194;;0,55052;E;3,90;;978,5;;93,2;;0;;
28.01.2019;01:00;4,024; ;;*;;*;0,52885;E;3,63;;979,0;;92,0;;0;;
28.01.2019;02:00;4,417; ;8,367;;12,398;;0,47169;E;3,48;;979,5;;90,4;;0;;
28.01.2019;03:00;4,826; ;10,342;;13,912;;0,42163;E;3,09;;979,8;;89,1;;0;;
28.01.2019;04:00;5,289; ;12,305;;16,898;;0,39257;E;3,02;;979,8;;86,1;;0;;
28.01.2019;05:00;5,764; ;16,819;;23,220;;0,37949;E;2,97;;979,8;;85,2;;0;;
28.01.2019;06:00;6,100; ;20,157;;41,419;;0,37921;E;2,97;;979,5;;83,4;;0;;
28.01.2019;07:00;6,298; ;29,876;;86,302;;0,38594;E;3,03;;979,2;;82,0;;0;;
28.01.2019;08:00;6,547; ;56,210;;151,486;;0,41812;E;3,20;;979,2;;81,2;;0;;
28.01.2019;09:00;6,789; ;56,324;;155,026;;0,45941;E;3,14;;979,5;;81,6;;1;;
28.01.2019;10:00;6,945; ;47,139;;117,755;;0,49184;E;3,89;;979,6;;77,1;;0;;
28.01.2019;11:00;7,042; ;36,483;;109,426;;0,52443;E;4,42;;979,6;;74,8;;0;;
28.01.2019;12:00;7,205; ;42,435;;125,688;;0,56040;E;4,96;;979,7;;73,9;;0;;
28.01.2019;13:00;7,433; ;40,046;;113,010;;0,60480; ;4,98;;979,8;;74,5;;0;;
28.01.2019;14:00;7,701; ;43,542;;125,852;;0,64883; ;4,78;;980,3;;76,5;;0;;
28.01.2019;15:00;8,014; ;44,478;;158,197;;0,67093; ;4,51;;980,8;;82,0;;16;;
28.01.2019;16:00;8,456; ;49,249;;154,564;;0,66769; ;3,87;;981,6;;90,7;;44;;
28.01.2019;17:00;8,784; ;37,509;;117,069;;0,66396; ;3,02;;982,4;;94,8;;54;;
28.01.2019;18:00;9,208; ;48,600;;141,634;;0,68421; ;2,39;;983,4;;97,7;;32;;
28.01.2019;19:00;10,331; ;41,831;;103,577;;0,69755; ;2,84;;984,3;;98,4;;32;;
28.01.2019;20:00;11,641; ;37,001;;84,967;;0,70725; ;2,91;;985,2;;98,3;;38;;
28.01.2019;21:00;11,882; ;29,760;;61,053;;0,71871; ;2,15;;986,5;;96,3;;8;;
28.01.2019;22:00;11,769; ;13,892;;34,474;;0,73437; ;1,08;;987,9;;95,5;;21;;
28.01.2019;23:00;11,750; ;11,937;;27,623;;0,75323; ;0,46;;989,3;;97,1;;32;;
29.01.2019;00:00;11,668; ;14,535;;23,604;;0,76094; ;0,42;;990,2;;96,8;;25;;
