Lufthygienisches ‹berwachungssystem Niedersachsen;
Jadebusen;;Feinstaub (PM10);;Stickstoffdioxid;;Stickstoffoxide;;Ozon;;Temperatur;;Luftdruck;;Windrichtung;;Windgeschwindigkeit;;Relative Feuchte;;Regendauer;;Globalstrahlung;;
11.02.2019;20:00;15,457; ;4,090;;4,762;;82,520;;4,85;;1022,8;;311,5;;4,66;;75,7;;0;;0,0;;
11.02.2019;21:00;15,594; ;2,833;;3,046;;83,986;;4,54;;1023,5;;310,2;;4,33;;75,6;;0;;0,0;;
11.02.2019;22:00;15,281; ;2,697;;2,912;;84,048;;4,42;;1024,3;;310,9;;4,11;;73,9;;6;;0,0;;
11.02.2019;23:00;15,214; ;3,399;;3,766;;81,244;;4,35;;1025,0;;298,6;;3,38;;77,3;;0;;0,0;;
12.02.2019;00:00;15,318; ;;*;;*;;*;4,48;;1025,4;;301,3;;3,11;;75,9;;0;;0,0;;
12.02.2019;01:00;15,357; ;3,993;;4,215;;76,969;;4,31;;1025,7;;291,6;;2,89;;79,1;;1;;0,0;;
12.02.2019;02:00;15,184; ;3,844;;4,172;;79,414;;3,55;;1026,3;;301,9;;3,64;;88,8;;16;;0,0;;
12.02.2019;03:00;14,906; ;4,549;;4,872;;77,129;;3,02;;1026,6;;282,5;;3,15;;92,4;;0;;0,0;;
12.02.2019;04:00;14,833; ;3,643;;3,886;;75,754;;3,53;;1026,8;;284,0;;3,20;;88,6;;0;;0,0;;
12.02.2019;05:00;14,690; ;3,546;;3,810;;76,103;;3,42;;1027,1;;283,2;;3,29;;88,6;;0;;0,0;;
12.02.2019;06:00;14,416; ;3,507;;3,969;;77,538;;3,24;;1027,4;;290,2;;3,15;;87,0;;0;;0,0;;
12.02.2019;07:00;14,184; ;9,003;;11,299;;70,400;;2,80;;1027,6;;285,6;;2,61;;91,9;;0;;0,0;;
12.02.2019;08:00;13,786; ;5,430;;7,015;;73,411;;3,47;;1028,1;;292,5;;3,02;;89,6;;0;;1,7;;
12.02.2019;09:00;13,325; ;8,848;;10,831;;65,929;;3,66;;1028,9;;285,7;;2,29;;90,8;;0;;34,8;;
12.02.2019;10:00;12,991; ;9,705;;11,766;;65,274;;4,53;;1029,8;;290,4;;2,47;;88,5;;0;;108,2;;
12.02.2019;11:00;12,725; ;8,571;;10,702;;66,906;;5,80;;1030,0;;292,0;;2,69;;81,5;;0;;199,0;;
12.02.2019;12:00;12,353; ;8,807;;12,015;;64,470;;6,58;;1030,4;;272,5;;3,83;;81,7;;0;;229,3;;
12.02.2019;13:00;11,929; ;6,808;;9,663;;61,960;;6,95;;1030,3;;257,2;;5,09;;79,4;;0;;217,6;;
12.02.2019;14:00;11,604; ;7,395;;10,256;;56,969;;7,66;;1030,0;;254,0;;5,21;;76,3;;0;;247,2;;
12.02.2019;15:00;11,400; ;9,340;;11,996;;52,229;;7,72;;1029,8;;243,4;;4,85;;81,1;;0;;209,8;;
12.02.2019;16:00;11,378; ;10,700;;14,715;;50,938;;7,97;;1029,8;;249,9;;4,64;;79,0;;0;;123,7;;
12.02.2019;17:00;11,479; ;11,279;;14,062;;48,486;;7,70;;1030,0;;241,1;;4,40;;81,3;;0;;69,8;;
12.02.2019;18:00;11,632; ;13,697;;15,679;;40,247;;6,65;;1029,6;;221,7;;3,77;;87,5;;0;;3,5;;
12.02.2019;19:00;11,936; ;20,162;;22,212;;34,007;;6,16;;1029,7;;220,0;;4,00;;90,0;;0;;0,0;;
12.02.2019;20:00;11,885; ;16,824;;17,787;;38,432;;5,99;;1029,7;;222,8;;4,50;;89,2;;0;;0,0;;
12.02.2019;21:00;11,842; ;13,440;;14,109;;44,746;;6,00;;1029,5;;227,8;;5,38;;88,7;;0;;0,0;;
12.02.2019;22:00;11,985; ;15,102;;15,669;;41,513;;5,65;;1029,6;;228,1;;5,77;;90,5;;0;;0,0;;
12.02.2019;23:00;12,206; ;15,680;;16,478;;40,575;;5,60;;1030,0;;236,5;;6,15;;92,6;;0;;0,0;;
13.02.2019;00:00;12,530; ;16,997;;17,526;;36,710;;5,82;;1030,3;;240,8;;5,41;;93,6;;0;;0,1;;
13.02.2019;01:00;12,970; ;;*;;*;;*;6,15;;1030,2;;238,7;;5,46;;94,9;;1;;0,1;;
13.02.2019;02:00;13,685; ;16,225;;16,715;;32,610;;6,06;;1029,9;;227,6;;5,23;;97,5;;0;;0,0;;
13.02.2019;03:00;14,479; ;15,528;;16,090;;32,556;;6,42;;1030,1;;232,3;;4,91;;96,5;;0;;0,2;;
13.02.2019;04:00;15,155; ;14,937;;15,489;;32,857;;6,51;;1030,1;;231,0;;4,85;;96,2;;0;;0,4;;
13.02.2019;05:00;15,886; ;13,112;;13,603;;35,007;;6,78;;1030,1;;229,6;;4,92;;96,1;;0;;0,3;;
13.02.2019;06:00;16,663; ;12,621;;13,398;;33,465;;6,70;;1030,3;;226,0;;4,88;;96,6;;0;;0,3;;
13.02.2019;07:00;17,341; ;12,615;;14,538;;35,058;;6,82;;1030,7;;241,1;;4,90;;96,7;;0;;0,3;;
13.02.2019;08:00;17,895; ;13,345;;16,410;;34,824;;6,79;;1030,9;;245,2;;4,74;;98,7;;0;;0,3;;
13.02.2019;09:00;18,465; ;14,476;;17,232;;29,516;;6,68;;1031,1;;234,8;;4,07;;100,0;;0;;7,7;;
13.02.2019;10:00;19,251; ;16,510;;18,893;;26,479;;6,72;;1031,1;;230,0;;5,50;;100,0;;0;;36,0;;
13.02.2019;11:00;20,070; ;14,732;;17,829;;30,728;;7,12;;1031,3;;237,5;;6,27;;100,0;;0;;66,6;;
13.02.2019;12:00;20,751; ;15,835;;19,880;;30,764;;7,50;;1031,7;;239,1;;6,35;;99,0;;0;;87,9;;
13.02.2019;13:00;21,247; ;16,034;;19,764;;31,774;;7,47;;1032,1;;239,7;;5,58;;99,7;;0;;66,1;;
13.02.2019;14:00;21,787; ;16,613;;20,236;;33,899;;7,85;;1031,8;;237,7;;5,75;;99,5;;0;;71,6;;
13.02.2019;15:00;22,229; ;19,062;;22,776;;35,431;;8,15;;1031,8;;242,2;;6,14;;97,1;;0;;57,7;;
13.02.2019;16:00;22,494; ;19,361;;22,540;;37,156;;8,21;;1031,8;;242,8;;6,13;;94,8;;0;;49,2;;
13.02.2019;17:00;22,580; ;22,545;;25,607;;35,328;;8,20;;1032,0;;245,0;;5,86;;93,0;;0;;28,5;;
13.02.2019;18:00;22,514; ;25,551;;27,335;;30,433;;7,93;;1032,3;;236,5;;5,25;;92,9;;0;;3,0;;
13.02.2019;19:00;22,409; ;24,128;;26,110;;33,459;;7,55;;1032,4;;231,7;;4,72;;91,8;;0;;0,0;;
13.02.2019;20:00;22,592; ;25,579;;26,602;;30,490;;7,15;;1032,8;;231,0;;4,85;;92,2;;0;;0,0;;
13.02.2019;21:00;22,927; ;23,941;;24,776;;30,884;;7,20;;1032,9;;226,7;;5,19;;90,3;;0;;0,0;;
13.02.2019;22:00;23,161; ;22,754;;23,538;;28,807;;6,79;;1033,0;;228,6;;4,74;;90,9;;0;;0,0;;
13.02.2019;23:00;23,293; ;21,249;;21,976;;28,764;;5,82;;1033,0;;224,6;;4,33;;92,0;;0;;0,0;;
14.02.2019;00:00;23,315; ;22,620;;23,235;;23,959;;4,87;;1033,1;;220,7;;3,83;;94,4;;0;;0,0;;
14.02.2019;01:00;23,347; ;24,705;;25,280;;20,614;;4,60;;1033,1;;211,9;;3,33;;94,4;;0;;0,0;;
14.02.2019;02:00;23,428; ;;*;;*;;*;4,40;;1033,0;;213,5;;3,51;;93,7;;0;;0,0;;
14.02.2019;03:00;23,648; ;21,932;;22,583;;19,378;;3,99;;1033,3;;199,5;;2,12;;93,8;;0;;0,0;;
14.02.2019;04:00;23,879; ;21,085;;21,915;;17,076;;3,21;;1033,3;;194,7;;2,43;;95,3;;0;;0,0;;
14.02.2019;05:00;24,145; ;19,893;;20,550;;17,342;;2,54;;1033,3;;203,3;;2,27;;96,8;;0;;0,0;;
14.02.2019;06:00;24,471; ;19,781;;21,272;;17,302;;2,32;;1033,5;;197,9;;2,12;;96,6;;0;;0,0;;
14.02.2019;07:00;24,793; ;21,448;;27,057;;15,227;;1,65;;1033,4;;202,3;;1,97;;97,6;;0;;0,0;;
14.02.2019;08:00;25,219; ;22,492;;27,580;;14,929;;1,41;;1033,7;;202,5;;2,05;;97,9;;0;;0,8;;
14.02.2019;09:00;25,647; ;30,636;;45,818;;8,384;;1,48;;1034,1;;204,7;;2,33;;97,8;;0;;30,4;;
14.02.2019;10:00;25,765; ;24,601;;45,459;;14,858;;2,54;;1034,1;;199,7;;2,85;;96,2;;0;;171,1;;
14.02.2019;11:00;25,758; ;18,369;;31,797;;26,481;;4,84;;1034,2;;209,8;;3,24;;89,5;;0;;286,5;;
14.02.2019;12:00;25,784; ;15,349;;26,207;;33,424;;6,57;;1034,2;;219,2;;4,29;;83,0;;0;;366,2;;
14.02.2019;13:00;25,884; ;15,623;;25,107;;38,975;;8,28;;1034,1;;207,8;;4,45;;75,2;;0;;285,4;;
14.02.2019;14:00;25,652; ;15,621;;23,984;;42,836;;9,92;;1033,9;;218,3;;4,29;;66,7;;0;;308,5;;
14.02.2019;15:00;25,354; ;17,001;;25,537;;40,841;;10,41;;1033,7;;215,8;;4,07;;65,4;;0;;287,6;;
14.02.2019;16:00;25,148; ;18,744;;26,949;;39,725;;11,10;;1033,4;;218,7;;3,72;;62,8;;0;;228,5;;
14.02.2019;17:00;24,893; ;17,314;;23,549;;37,741;;10,40;;1033,3;;227,1;;2,65;;62,8;;0;;98,1;;
14.02.2019;18:00;24,699; ;24,010;;32,435;;24,650;;7,69;;1033,4;;215,5;;1,39;;72,1;;0;;13,0;;
14.02.2019;19:00;24,688; ;32,678;;40,613;;16,584;;5,64;;1033,5;;206,4;;2,17;;77,2;;0;;0,0;;
14.02.2019;20:00;24,629; ;49,168;;60,012;;4,476;;4,14;;1033,6;;213,1;;1,37;;79,5;;0;;0,0;;
14.02.2019;21:00;24,663; ;46,795;;55,146;;4,359;;2,84;;1033,5;;211,9;;1,42;;86,3;;0;;0,0;;
14.02.2019;22:00;24,590; ;42,357;;46,938;;6,637;;2,16;;1033,4;;218,3;;1,68;;87,2;;0;;0,0;;
14.02.2019;23:00;24,504; ;37,899;;40,945;;12,729;;2,46;;1033,4;;208,1;;1,58;;85,9;;0;;0,0;;
15.02.2019;00:00;24,366; ;38,808;;45,239;;11,598;;1,83;;1033,3;;196,3;;0,79;;87,7;;0;;0,0;;
15.02.2019;01:00;24,395; ;40,787;;51,943;;5,207;;1,04;;1033,4;;151,7;;0,81;;92,2;;0;;0,0;;
15.02.2019;02:00;24,121; ;45,154;;62,368;;3,256;E;0,82;;1033,4;;155,7;;0,47;;92,5;;0;;0,0;;
15.02.2019;03:00;23,606; ;;*;;*;;*;-0,07;;1033,3;;165,8;;1,29;;94,7;;0;;0,0;;
15.02.2019;04:00;23,053; ;42,238;;50,949;;2,435;E;0,10;;1032,8;;197,1;;1,24;;95,5;;0;;0,0;;
15.02.2019;05:00;22,427; ;45,702;;55,223;;2,351;E;0,40;;1032,6;;173,6;;1,09;;92,1;;0;;0,0;;
15.02.2019;06:00;21,933; ;49,549;;72,010;;2,304;E;-0,06;;1032,3;;200,3;;0,58;;92,8;;0;;0,0;;
15.02.2019;07:00;21,400; ;50,927;;124,278;;2,264;E;-0,03;;1032,1;;164,7;;1,07;;91,9;;0;;0,0;;
15.02.2019;08:00;20,848; ;49,652;;159,766;;2,421;E;-0,82;;1032,2;;170,6;;0,89;;94,3;;0;;1,2;;
15.02.2019;09:00;20,213; ;56,498;;169,718;;4,022;;0,83;;1032,2;;163,3;;1,69;;91,2;;0;;42,6;;
15.02.2019;10:00;19,492; ;54,241;;135,890;;9,560;;4,40;;1032,2;;166,9;;2,13;;75,4;;0;;193,0;;
15.02.2019;11:00;18,743; ;43,305;;84,627;;21,168;;7,28;;1032,1;;192,4;;1,78;;63,1;;0;;311,7;;
15.02.2019;12:00;18,003; ;35,479;;64,184;;30,646;;9,70;;1031,8;;203,0;;2,23;;53,3;;0;;391,6;;
15.02.2019;13:00;17,325; ;31,799;;53,693;;38,198;;11,95;;1031,3;;177,7;;3,18;;45,3;;0;;293,3;;
15.02.2019;14:00;16,810; ;28,464;;45,060;;44,030;;13,53;;1030,6;;175,9;;3,59;;42,4;;0;;318,4;;
15.02.2019;15:00;16,285; ;27,651;;39,255;;48,393;;14,49;;1029,8;;175,3;;4,01;;38,8;;0;;335,1;;
15.02.2019;16:00;15,818; ;26,099;;34,498;;50,688;;15,00;;1029,1;;173,9;;3,63;;38,1;;0;;233,0;;
15.02.2019;17:00;15,539; ;27,135;;35,051;;45,302;;14,62;;1028,4;;164,8;;2,69;;44,5;;0;;107,9;;
15.02.2019;18:00;15,399; ;36,271;;41,824;;31,708;;12,49;;1028,0;;159,0;;2,14;;53,6;;0;;13,3;;
15.02.2019;19:00;15,213; ;29,290;;32,217;;37,053;;10,30;;1027,8;;164,4;;2,69;;59,5;;0;;0,0;;
15.02.2019;20:00;15,078; ;34,098;;38,218;;30,243;;9,00;;1027,5;;165,3;;1,84;;62,7;;0;;0,0;;
15.02.2019;21:00;14,925; ;40,127;;43,594;;23,433;;8,03;;1027,0;;177,4;;2,15;;66,6;;0;;0,0;;
15.02.2019;22:00;14,917; ;45,645;;49,962;;16,250;;6,36;;1026,6;;192,3;;1,10;;72,7;;0;;0,0;;
15.02.2019;23:00;14,924; ;45,036;;49,205;;16,355;;5,84;;1026,0;;184,9;;1,24;;75,2;;0;;0,0;;
16.02.2019;00:00;14,893; ;39,173;;41,878;;18,786;;6,00;;1025,4;;176,2;;1,58;;73,7;;0;;0,0;;
16.02.2019;01:00;14,538; ;32,770;;33,975;;20,185;;5,24;;1025,2;;189,2;;1,74;;75,7;;0;;0,0;;
16.02.2019;02:00;14,352; ;30,829;;31,645;;21,277;;5,13;;1024,9;;190,3;;2,58;;75,6;;0;;0,0;;
16.02.2019;03:00;14,196; ;31,796;;32,691;;22,258;;5,75;;1024,3;;184,4;;3,34;;72,1;;0;;0,0;;
16.02.2019;04:00;14,020; ;;*;;*;;*;5,71;;1023,5;;188,4;;3,36;;70,0;;0;;0,0;;
16.02.2019;05:00;13,896; ;29,170;;29,902;;24,866;;5,52;;1023,0;;197,6;;3,56;;68,5;;0;;0,0;;
16.02.2019;06:00;13,668; ;28,829;;29,806;;23,156;;4,86;;1023,0;;199,7;;3,62;;69,8;;0;;0,0;;
16.02.2019;07:00;13,587; ;27,272;;28,951;;19,260;;3,30;;1022,8;;210,1;;2,48;;75,9;;0;;0,0;;
16.02.2019;08:00;13,579; ;29,031;;31,215;;15,031;;2,18;;1022,9;;208,0;;2,05;;81,0;;0;;1,2;;
16.02.2019;09:00;13,717; ;31,499;;39,748;;17,904;;3,10;;1023,2;;211,4;;2,52;;78,7;;0;;44,0;;
16.02.2019;10:00;14,103; ;26,965;;41,742;;23,563;;4,95;;1023,0;;215,5;;3,58;;76,2;;0;;193,2;;
16.02.2019;11:00;14,849; ;24,005;;40,168;;28,609;;7,10;;1023,0;;218,7;;4,84;;73,2;;0;;307,7;;
16.02.2019;12:00;15,862; ;21,865;;34,504;;36,971;;9,49;;1023,1;;220,4;;4,95;;69,5;;0;;377,1;;
16.02.2019;13:00;16,806; ;19,446;;28,167;;48,014;;11,53;;1023,0;;218,0;;5,26;;64,9;;0;;302,9;;
16.02.2019;14:00;17,755; ;18,794;;25,830;;50,616;;12,33;;1022,8;;213,5;;5,06;;64,3;;0;;300,7;;
16.02.2019;15:00;18,646; ;16,221;;21,086;;56,339;;12,98;;1022,4;;215,2;;4,79;;63,3;;0;;289,7;;
16.02.2019;16:00;19,484; ;15,343;;19,247;;55,928;;12,98;;1022,4;;229,4;;4,11;;65,0;;0;;174,6;;
16.02.2019;17:00;20,421; ;19,536;;24,832;;48,956;;11,37;;1022,8;;248,8;;3,33;;70,0;;0;;72,6;;
16.02.2019;18:00;21,363; ;21,152;;23,750;;38,622;;10,14;;1022,8;;223,4;;2,52;;77,3;;0;;6,8;;
16.02.2019;19:00;22,433; ;21,586;;23,147;;38,439;;10,12;;1023,0;;210,8;;2,90;;77,9;;0;;0,0;;
16.02.2019;20:00;23,536; ;21,785;;24,265;;36,159;;9,19;;1023,2;;210,7;;2,22;;81,5;;0;;0,0;;
16.02.2019;21:00;24,614; ;20,307;;21,508;;37,116;;9,15;;1023,1;;210,1;;2,66;;82,4;;0;;0,1;;
16.02.2019;22:00;25,643; ;20,049;;20,928;;35,105;;9,22;;1023,2;;207,3;;2,64;;82,6;;0;;0,2;;
16.02.2019;23:00;26,708; ;19,465;;20,230;;33,567;;9,22;;1023,2;;204,3;;2,55;;84,3;;0;;0,2;;
17.02.2019;00:00;27,802; ;17,320;;17,933;;36,057;;9,44;;1023,2;;206,3;;2,59;;85,1;;0;;0,2;;
17.02.2019;01:00;28,684; ;13,075;;13,653;;41,721;;9,56;;1023,2;;205,8;;2,50;;86,6;;0;;0,1;;
17.02.2019;02:00;29,669; ;14,487;;15,250;;38,052;;9,25;;1023,1;;195,1;;2,81;;86,6;;0;;0,0;;
17.02.2019;03:00;31,048; ;17,087;;17,968;;33,699;;8,86;;1023,1;;196,8;;2,49;;85,3;;0;;0,2;;
17.02.2019;04:00;32,813; ;19,734;;20,442;;27,678;;8,24;;1023,0;;199,5;;2,73;;85,0;;0;;0,2;;
17.02.2019;05:00;34,661; ;;*;;*;;*;7,82;;1022,8;;198,2;;2,40;;85,3;;0;;0,3;;
17.02.2019;06:00;36,483; ;24,373;;25,213;;20,957;;6,99;;1022,5;;180,0;;2,05;;87,3;;0;;0,0;;
17.02.2019;07:00;38,267; ;26,643;;27,647;;18,537;;5,81;;1022,0;;172,3;;2,08;;90,5;;0;;0,0;;
17.02.2019;08:00;39,868; ;26,443;;28,320;;15,093;;4,31;;1021,9;;169,8;;1,74;;92,9;;0;;0,7;;
17.02.2019;09:00;41,218; ;30,292;;37,937;;16,739;;4,46;;1021,9;;156,4;;1,86;;91,7;;0;;37,5;;
17.02.2019;10:00;42,089; ;28,759;;42,142;;24,473;;6,36;;1022,0;;152,1;;2,05;;81,0;;0;;178,6;;
17.02.2019;11:00;42,622; ;26,504;;41,248;;32,333;;7,99;;1021,8;;158,9;;2,81;;72,2;;0;;295,6;;
17.02.2019;12:00;42,834; ;25,882;;40,004;;37,738;;10,28;;1021,5;;163,6;;3,02;;63,7;;0;;374,2;;
17.02.2019;13:00;42,940; ;24,193;;37,434;;40,294;;12,37;;1020,8;;168,9;;4,39;;56,7;;0;;296,4;;
17.02.2019;14:00;42,899; ;21,738;;31,821;;46,599;;13,96;;1020,0;;167,0;;4,16;;50,3;;0;;327,8;;
17.02.2019;15:00;42,884; ;24,221;;33,611;;46,214;;14,69;;1019,5;;155,1;;3,49;;48,6;;0;;290,7;;
17.02.2019;16:00;43,001; ;26,307;;33,211;;42,377;;13,54;;1019,0;;150,5;;3,49;;55,2;;0;;151,6;;
17.02.2019;17:00;42,996; ;27,295;;32,117;;41,692;;12,76;;1018,6;;157,9;;2,74;;56,3;;0;;83,3;;
17.02.2019;18:00;42,836; ;30,513;;33,967;;35,666;;11,43;;1018,6;;154,0;;2,35;;61,6;;0;;10,9;;
17.02.2019;19:00;42,638; ;32,492;;34,229;;29,510;;10,13;;1018,4;;144,8;;2,57;;68,4;;0;;0,0;;
17.02.2019;20:00;42,419; ;30,444;;32,806;;27,714;;9,28;;1018,2;;151,4;;2,71;;71,3;;0;;0,0;;
17.02.2019;21:00;42,192; ;31,114;;32,294;;23,770;;8,04;;1018,3;;160,4;;2,20;;75,9;;0;;0,0;;
17.02.2019;22:00;41,857; ;31,197;;32,674;;25,214;;7,77;;1018,2;;172,4;;2,21;;75,0;;0;;0,0;;
17.02.2019;23:00;41,387; ;31,831;;32,969;;20,751;;6,25;;1018,1;;179,5;;1,49;;78,6;;0;;0,0;;
18.02.2019;00:00;40,951; ;35,396;;36,412;;20,515;;6,21;;1017,9;;173,4;;1,96;;79,4;;0;;0,0;;
18.02.2019;01:00;40,756; ;35,133;;36,013;;17,785;;5,32;;1018,0;;184,1;;1,42;;81,5;;0;;0,0;;
18.02.2019;02:00;40,383; ;28,629;;29,503;;20,721;;4,53;;1018,1;;203,1;;1,71;;82,5;;0;;0,0;;
18.02.2019;03:00;39,622; ;26,258;;27,302;;23,055;;4,39;;1018,2;;205,0;;1,31;;82,1;;0;;0,0;;
18.02.2019;04:00;38,426; ;24,113;;24,845;;23,706;;4,42;;1017,9;;197,5;;1,94;;80,3;;0;;0,0;;
18.02.2019;05:00;37,070; ;25,529;;26,276;;25,940;;4,89;;1017,8;;205,0;;2,28;;76,8;;0;;0,0;;
18.02.2019;06:00;35,616; ;25,097;;27,038;;24,916;;4,44;;1017,8;;198,9;;2,23;;77,6;;0;;0,0;;
18.02.2019;07:00;34,045; ;28,861;;32,939;;22,479;;4,00;;1017,8;;205,4;;2,52;;78,3;;0;;0,0;;
18.02.2019;08:00;32,599; ;41,542;;49,519;;10,055;;3,37;;1017,8;;212,5;;1,79;;80,7;;0;;2,2;;
18.02.2019;09:00;31,302; ;34,730;;49,289;;16,140;;3,73;;1017,8;;187,7;;2,38;;81,2;;0;;43,8;;
18.02.2019;10:00;30,333; ;29,605;;42,289;;29,886;;7,01;;1017,6;;197,5;;2,51;;71,5;;0;;186,7;;
18.02.2019;11:00;29,492; ;26,511;;41,708;;35,093;;8,96;;1017,2;;195,9;;3,07;;68,8;;0;;301,7;;
18.02.2019;12:00;28,765; ;21,405;;32,159;;46,380;;11,40;;1016,8;;195,3;;3,02;;68,3;;0;;378,7;;
18.02.2019;13:00;28,232; ;14,621;;20,158;;60,625;;13,29;;1016,2;;187,6;;4,48;;65,2;;0;;298,3;;
18.02.2019;14:00;27,933; ;14,068;;18,524;;64,919;;14,23;;1015,5;;201,8;;4,53;;53,1;;1;;342,4;;
18.02.2019;15:00;27,648; ;14,123;;18,341;;67,035;;14,36;;1014,9;;210,9;;4,79;;46,9;;3;;332,0;;
18.02.2019;16:00;27,223; ;16,491;;20,511;;65,962;;14,41;;1014,5;;208,8;;4,01;;47,2;;1;;217,7;;
18.02.2019;17:00;26,865; ;18,010;;22,613;;58,015;;13,25;;1014,3;;213,2;;2,89;;52,9;;0;;85,6;;
18.02.2019;18:00;26,619; ;27,737;;36,422;;40,608;;10,56;;1013,9;;201,1;;1,63;;62,9;;0;;10,8;;
18.02.2019;19:00;26,445; ;39,111;;50,570;;26,350;;8,01;;1013,6;;197,8;;1,14;;72,4;;0;;0,0;;
18.02.2019;20:00;26,365; ;60,471;;82,249;;3,746;E;5,96;;1013,4;;208,3;;1,17;;81,7;;0;;0,0;;
18.02.2019;21:00;26,382; ;56,611;;70,643;;6,323;;6,06;;1013,1;;195,8;;1,24;;82,5;;0;;0,0;;
18.02.2019;22:00;26,622; ;53,639;;68,729;;2,391;E;5,09;;1012,9;;202,8;;1,21;;87,2;;0;;0,0;;
18.02.2019;23:00;26,950; ;;*;;*;;*;5,78;;1012,9;;212,1;;1,26;;86,5;;0;;0,5;;
19.02.2019;00:00;27,226; ;31,821;;33,244;;21,254;;5,95;;1012,5;;191,5;;1,57;;85,1;;0;;0,0;;
19.02.2019;01:00;27,609; ;24,166;;25,093;;24,983;;5,30;;1012,1;;201,7;;2,04;;93,1;;0;;0,0;;
19.02.2019;02:00;28,218; ;20,528;;21,284;;24,943;;5,42;;1011,9;;208,3;;2,58;;95,3;;0;;0,2;;
19.02.2019;03:00;28,636; ;15,133;;15,832;;37,705;;6,99;;1012,2;;247,5;;4,10;;95,2;;0;;0,2;;
19.02.2019;04:00;28,244; ;5,942;;6,328;;59,209;;6,69;;1011,9;;244,7;;3,75;;96,6;;47;;0,0;;
19.02.2019;05:00;27,724; ;4,470;;4,840;;60,456;;6,28;;1011,8;;226,2;;3,85;;98,5;;45;;0,0;;
19.02.2019;06:00;27,429; ;5,486;;6,087;;55,860;;6,32;;1012,0;;228,5;;5,07;;98,9;;0;;0,0;;
19.02.2019;07:00;27,145; ;5,788;;7,219;;55,456;;6,26;;1011,9;;228,8;;5,07;;97,0;;0;;0,0;;
19.02.2019;08:00;26,901; ;7,021;;8,317;;51,626;;5,88;;1012,2;;229,6;;5,68;;96,8;;0;;1,1;;
19.02.2019;09:00;26,779; ;10,015;;12,074;;45,194;;5,64;;1012,6;;228,9;;6,30;;96,8;;0;;31,3;;
19.02.2019;10:00;26,624; ;11,427;;13,729;;43,630;;6,04;;1012,8;;227,5;;7,05;;95,3;;0;;84,5;;
19.02.2019;11:00;26,401; ;10,905;;13,418;;45,612;;6,61;;1013,2;;231,1;;7,10;;93,1;;0;;124,7;;
19.02.2019;12:00;26,154; ;11,115;;12,978;;46,486;;6,99;;1013,6;;239,3;;6,33;;91,8;;0;;69,6;;
19.02.2019;13:00;25,942; ;10,835;;12,322;;48,328;;7,04;;1013,7;;240,0;;6,39;;92,2;;14;;38,8;;
19.02.2019;14:00;25,575; ;9,344;;11,429;;50,918;;7,12;;1013,8;;247,0;;6,10;;94,7;;22;;65,7;;
19.02.2019;15:00;25,253; ;8,651;;11,841;;53,700;;7,58;;1014,0;;255,2;;6,27;;92,1;;0;;78,9;;
19.02.2019;16:00;24,977; ;6,722;;9,528;;58,530;;7,81;;1014,3;;256,5;;6,75;;89,7;;0;;102,8;;
19.02.2019;17:00;24,646; ;7,932;;11,554;;57,151;;7,55;;1014,6;;260,1;;6,29;;89,9;;0;;44,3;;
19.02.2019;18:00;24,190; ;7,250;;9,417;;57,829;;7,21;;1015,0;;255,8;;6,22;;90,4;;0;;9,9;;
19.02.2019;19:00;23,576; ;7,414;;8,847;;58,543;;6,93;;1015,5;;259,0;;5,61;;91,5;;0;;0,0;;
19.02.2019;20:00;22,776; ;6,245;;7,513;;59,390;;6,85;;1016,0;;259,4;;5,49;;91,5;;0;;0,0;;
19.02.2019;21:00;21,821; ;7,477;;8,380;;56,333;;6,86;;1016,3;;256,0;;5,32;;91,7;;0;;0,0;;
19.02.2019;22:00;20,704; ;8,044;;9,036;;54,105;;6,88;;1016,7;;253,8;;4,99;;91,0;;0;;0,0;;
19.02.2019;23:00;19,497; ;7,940;;8,449;;50,843;;6,76;;1016,9;;247,6;;4,57;;91,1;;0;;0,0;;
20.02.2019;00:00;18,276; ;;*;;*;;*;6,47;;1016,9;;238,8;;4,34;;92,6;;0;;0,0;;
20.02.2019;01:00;17,028; ;8,815;;9,241;;44,689;;6,47;;1017,1;;234,5;;4,20;;92,6;;0;;0,0;;
20.02.2019;02:00;15,726; ;10,497;;10,937;;39,444;;5,87;;1017,4;;222,6;;4,41;;94,2;;0;;0,0;;
20.02.2019;03:00;14,891; ;13,121;;13,598;;34,916;;5,81;;1017,5;;224,6;;4,44;;95,6;;0;;0,0;;
20.02.2019;04:00;15,109; ;13,793;;14,307;;33,952;;5,79;;1017,5;;225,1;;3,86;;95,5;;0;;0,0;;
20.02.2019;05:00;15,641; ;14,683;;15,207;;32,826;;5,53;;1017,5;;230,6;;4,09;;96,5;;0;;0,0;;
20.02.2019;06:00;15,986; ;12,540;;13,469;;34,835;;5,49;;1017,4;;234,9;;4,18;;97,4;;0;;0,0;;
20.02.2019;07:00;16,397; ;11,800;;13,852;;36,429;;5,40;;1017,3;;235,9;;4,19;;98,4;;0;;0,0;;
20.02.2019;08:00;16,749; ;12,022;;14,569;;37,847;;5,71;;1017,6;;225,6;;3,75;;97,9;;0;;1,6;;
20.02.2019;09:00;17,035; ;11,578;;14,078;;37,207;;5,90;;1018,1;;227,1;;4,24;;98,3;;0;;31,5;;
20.02.2019;10:00;17,427; ;9,794;;12,191;;42,391;;6,41;;1018,8;;236,3;;4,88;;97,3;;0;;62,9;;
